Molecule ChEMBL ID,Smiles,IC50_nM,pIC50
CHEMBL203908,Nc1c(C(=O)c2cccc(CCC3(O)CCCC3)c2)cnn1-c1ccc(F)cc1,230.0,6.64
CHEMBL1807451,COCCNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1,230.0,6.64
CHEMBL224957,Cc1ccc(C(N)=O)cc1Nc1nc(NCCc2ccc(F)cc2)nc(N[C@H]2CCNC2)n1,227.0,6.64
CHEMBL5997933,CC(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(OCCN5CCOCC5)cc(OC(F)(F)F)c4)n3)c3ccccc23)n(-c2cccc(CP(C)(C)=O)c2)n1,231.0,6.64
CHEMBL1950296,Fc1ccc(Nc2nc3cnc(C4CCOCC4)nc3n2C2CCCC2)c(F)c1,230.0,6.64
CHEMBL128515,O=C1NCc2nc(Sc3ccc(F)cc3)ccc2N1c1c(Cl)cc(C(F)(F)F)cc1Cl,230.0,6.64
CHEMBL2178352,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,230.0,6.64
CHEMBL4129018,CN1CCN(c2cc(-c3ccncc3)c(-c3ccc4ccccc4c3)nn2)CC1,230.0,6.64
CHEMBL477558,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCCCN(C)C)cc1,230.0,6.64
CHEMBL5845103,C#Cc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(C(N)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)NCCN2CCOCC2)c1,229.0,6.64
CHEMBL330196,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCOCC2)n1,230.0,6.64
CHEMBL4864880,O=c1[nH]cc(Nc2ccccc2F)cc1-c1cccc2[nH]ccc12,230.0,6.64
CHEMBL3220549,CC(C)C[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)OC1CCCC1,231.0,6.64
CHEMBL539988,Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1cccc(Cl)c1,228.0,6.64
CHEMBL255084,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(C)=O)ccc3C)c2c1C,230.0,6.64
CHEMBL411094,CCNC(=O)n1oc(=O)c(-c2ccc(F)cc2)c1-c1ccncc1,230.0,6.64
CHEMBL519621,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)C(C)(C)C)c2)[nH]1,230.0,6.64
CHEMBL186542,COc1cc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc(OC)c1OC,230.0,6.64
CHEMBL5908393,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(P(C)(C)=O)c4OC)c4ccccc34)ccn2)cc(OC)c1,230.0,6.64
CHEMBL6016909,COCCOCCOCCOc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(C(=O)NCCN5CCOCC5)c4OC)c4ccccc34)ccn2)cc(OC)c1,230.0,6.64
CHEMBL289155,CC(=O)Nc1ccc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3C)cc2)cc1,235.0,6.63
CHEMBL5775969,CC(=O)Nc1cc(CCc2cnc(NC(=O)Nc3cc(C(C)(C)C)no3)s2)ccn1,236.0,6.63
CHEMBL6062437,C#Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)NCCN2CCOCC2)c1,233.0,6.63
CHEMBL5953440,COCC(=O)Nc1cc(CCc2cnc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)s2)ccn1,232.0,6.63
CHEMBL270765,CCc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,233.0,6.63
CHEMBL521111,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC[C@H]2CCCC[C@@H]2O)c1,235.0,6.63
CHEMBL5084386,CS(=O)(=O)N1CCCC(NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc(CNc3ncnc4c3cnn4-c3ccccc3)cc2)C1,240.0,6.62
CHEMBL261235,Cc1ccc(C(=O)Nc2cccnc2)cc1Nc1ncnc2c1cnn2-c1ccccc1,240.0,6.62
CHEMBL509189,Fc1ccc(-c2nn3cccc(F)c3c2-c2ccncc2)cc1,240.0,6.62
CHEMBL4077684,CCC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)c2)c1,241.0,6.62
CHEMBL197776,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(Cl)c2)s1,240.0,6.62
CHEMBL1271998,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(=O)c2cccs2)c1,240.0,6.62
CHEMBL2316206,O=C(OCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,240.0,6.62
CHEMBL515721,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ncccc21,240.0,6.62
CHEMBL1929203,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)c(C(=O)N2CCS(=O)(=O)CC2)s1,240.0,6.62
CHEMBL5705847,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(/C=C/c4cnc5[nH]ccc5c4OC)c3)cc2C(F)(F)F)CC1,238.0,6.62
CHEMBL584280,Cc1cc2nc(-c3ccc(F)cc3)c(-c3ccnc(NC(C)C)c3)nc2cc1C,238.0,6.62
CHEMBL185567,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc(Cl)ncn1,240.0,6.62
CHEMBL481911,CSc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NCc3cccs3)c2)[nH]1,239.0,6.62
CHEMBL607143,Cl.NC(=O)c1cccc(-c2nnc3ccc(Sc4ccc(F)cc4F)cn23)c1,241.0,6.62
CHEMBL476533,CCCC(=O)Nc1ccc(C)c(-c2ccc(C(=O)NCC3CC3)cc2)c1,240.0,6.62
CHEMBL1807450,Cc1ccc(C(=O)NCCO)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12,240.0,6.62
CHEMBL1946495,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n([C@H]4CC[C@@H](C(N)=O)CC4)c3n2)cc1,240.0,6.62
CHEMBL3976445,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)OCO5)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1,239.0,6.62
CHEMBL5977559,COCCOCCOCCOc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(=O)(=O)N5CCOCC5)c4OC)c4ccccc34)n2)cc(OC)c1,246.0,6.61
CHEMBL5942564,CC(C)(C)c1cc(NC(=O)Nc2ncc(CCc3ccncc3)s2)n(-c2cccc(F)c2)n1,245.0,6.61
CHEMBL3901815,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5cn[nH]c5c4)n3)c3ccccc23)cc1,245.0,6.61
CHEMBL5955322,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ncc(CCc3ccnc(NC(=O)N4CCCC4)c3)s2)cc1,243.0,6.61
CHEMBL6040265,C#Cc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)N[C@@H](C)COCCOCCOC)c1,245.0,6.61
CHEMBL3394098,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCCC(=O)O)n2C)ccn1,246.0,6.61
CHEMBL481706,CSc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NC3CCCc4ccccc43)c2)[nH]1,248.0,6.61
CHEMBL4789572,COc1cccc(CNc2nccn(-c3cc(C(=O)NC4CC4)ccc3C)c2=O)c1,251.19,6.6
CHEMBL3314273,CSc1nccc(-c2c(-c3ccc(F)cc3)nc3nc(-c4cn(CC(=O)[O-])nn4)ccn23)n1.[Na+],250.0,6.6
CHEMBL1773503,CC(C)[S@@+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3)c2)[nH]1,250.0,6.6
CHEMBL407047,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3C)c1,253.0,6.6
CHEMBL1098757,O=c1c(Br)c(OCc2ccc(F)cc2F)cnn1-c1c(Cl)cncc1Cl,250.0,6.6
CHEMBL1209840,COc1ccc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12,250.0,6.6
CHEMBL1773511,CC(C)[C@H](C)Nc1cc(-c2[nH]c([S@+](C)[O-])nc2-c2ccc(F)cc2)ccn1,250.0,6.6
CHEMBL5705821,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(Oc4cc(NC)ncn4)c3)cc2C(F)(F)F)CC1,250.0,6.6
CHEMBL1171204,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2ccco2)c1,251.19,6.6
CHEMBL5902471,CC(=O)Nc1cc(CCc2cnc(NC(=O)Nc3cc(C(C)(C)C)on3)s2)ccn1,251.0,6.6
CHEMBL221824,Cc1ccc(C(N)=O)cc1Nc1nc(N[C@H]2CCNC2)nc(N(C)CC2CCCCC2)n1,250.0,6.6
CHEMBL4780420,Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(N(C)Cc2ccccc2)c1=O,251.19,6.6
CHEMBL1929197,CC(C)(C)c1cc(C(=O)N2CCS(=O)(=O)CC2)c(NC(=O)Nc2ccc(Cl)cc2)s1,250.0,6.6
CHEMBL417819,COC(=O)c1c(NC(=O)Nc2cccc3ccccc23)cc(C(C)(C)C)n1C,253.0,6.6
CHEMBL566100,CCC(=O)Nc1ccc2nccc(Nc3cccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c3)c2c1,250.0,6.6
CHEMBL5396363,Cn1cc(-c2ccnc3[nH]ncc23)c(-c2ccc(F)cc2)n1,250.0,6.6
CHEMBL4635988,c1ccc2cc(-c3nnc(N4CCCCC4)cc3-c3ccncc3)ccc2c1,250.0,6.6
CHEMBL565801,CC(=O)Nc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,251.0,6.6
CHEMBL3634707,Cc1ccc(F)c(-c2[nH]c(CNc3cccc(C(N)=O)c3)nc2-c2ccc3ncnn3c2)n1,251.0,6.6
CHEMBL61735,CNC(=O)Cn1nc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl,250.0,6.6
CHEMBL3120984,Cn1c(-c2cn(CCOP(=O)([O-])[O-])nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.[Na+].[Na+],250.0,6.6
CHEMBL4536573,Nc1c(C(=O)NCc2ccc(C(=O)NC3CC3)cc2)cnn1-c1ccccc1,250.0,6.6
CHEMBL1797222,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1cccc(CNC(N)=O)c1,251.0,6.6
CHEMBL129153,Cc1cccc(-c2[nH]nc(C)c2-c2ccnc3ccccc23)n1,250.0,6.6
CHEMBL1784164,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,251.19,6.6
CHEMBL1078961,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1cccc(C(=O)N(C)C)c1,250.0,6.6
CHEMBL4865829,CC(C)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,250.0,6.6
CHEMBL203567,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,250.0,6.6
CHEMBL203059,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOCC1,251.0,6.6
CHEMBL4741213,Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(NCc2ccccc2)c1=O,251.19,6.6
CHEMBL110262,Fc1ccc(-c2nc(SCc3ccccc3)[nH]c2-c2ccnc(F)c2)cc1,258.0,6.59
CHEMBL5752168,C#Cc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)NCCN2CCOCC2)c1,258.0,6.59
CHEMBL4471195,NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,258.0,6.59
CHEMBL585287,Cc1cc2nc(-c3ccc(F)cc3)c(-c3ccnc(N[C@H]4CC[C@H](O)CC4)c3)nc2cc1C,259.0,6.59
CHEMBL1778103,O=S(=O)(Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12)c1ccccc1,257.0,6.59
CHEMBL5740232,COc1c(NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(C)cc(C)c4)c3)c3ccccc23)cc(C(C)(C)C)cc1P(C)(C)=O,254.0,6.59
CHEMBL1254348,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC(C)C)ccc3C)c2c1C,259.0,6.59
CHEMBL3260905,Cc1cccc(-c2[nH]c(CNc3cc(C#N)ccc3CN(C)C)nc2-c2ccc3ncnn3c2)n1,259.0,6.59
CHEMBL255533,CNc1ncc(C(=O)Nc2cc(C(=O)Nc3cccc(C(F)(F)F)c3F)ccc2C)c(OC)n1,254.0,6.59
CHEMBL1797220,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1cccc(CNC(=O)CN)c1,261.0,6.58
CHEMBL331361,Cc1ccc(Sc2ccc3c(-c4c(Cl)cccc4Cl)c(=O)ncn3n2)c(C)c1,260.0,6.58
CHEMBL4440440,Cc1ccccc1-n1cc(C(=O)NCc2ccc(C(=O)N[C@@H](CC3CCCCC3)C(N)=O)cc2)cn1,260.0,6.58
CHEMBL5836439,OC(CCc1ccccc1)c1csc(-c2ccc(F)cc2)c1-c1ccncc1,260.0,6.58
CHEMBL5853826,C#Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)N[C@H](C)CN2CCOCC2)c1,261.0,6.58
CHEMBL5799669,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cccc(Cl)c4)n3)c3ccccc23)cc1,262.0,6.58
CHEMBL1766573,CNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,260.0,6.58
CHEMBL5969191,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccccc4)n3)c3ccccc23)n(-c2cccc(CP(C)(C)=O)c2)n1,265.0,6.58
CHEMBL481338,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2Cc2cccc(C#N)c2)n1,260.0,6.58
CHEMBL5992034,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ncc(CCc3ccnc(NC(=O)CO)c3)s2)cc1,262.0,6.58
CHEMBL4872493,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,260.0,6.58
CHEMBL368455,Cc1cccc(-c2[nH]c3nc(N)ccc3c2-c2ccc3c(c2)n(C)c(=O)n3C)c1,260.0,6.58
CHEMBL5841964,Cc1cccc(-c2nc(-c3ccc4ccccc4c3F)[nH]c2C2=CCOCC2)c1,262.0,6.58
CHEMBL61510,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)on1,260.0,6.58
CHEMBL39136,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(OCc2ccncc2)cc1,260.0,6.58
CHEMBL3956405,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(C)c5[nH]ncc5c4)n3)c3ccccc23)cc1,263.0,6.58
CHEMBL172882,Cn1c(=O)n(C)c2cc(-c3[nH]c(-c4cccs4)nc3-c3ccccc3)ccc21,260.0,6.58
CHEMBL221358,COCCNC(=O)c1ccc(C)c(Nc2nc(N[C@H]3CCNC3)nc(N(C)CC(C)(C)C)n2)c1,264.0,6.58
CHEMBL129174,Cc1cccc(C)c1Sc1ccc2c(n1)CNC(=O)N2c1c(Cl)cccc1Cl,260.0,6.58
CHEMBL160690,CCOC(=O)c1ccc(-c2cc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,260.0,6.58
CHEMBL174257,Cn1c(=O)n(C)c2cc(-c3[nH]c(-c4cccs4)nc3-c3ccc(F)cc3)ccc21,270.0,6.57
CHEMBL5829560,Fc1ccc(-c2scc(CCCc3ccccc3)c2-c2ccncc2)cc1,270.0,6.57
CHEMBL6021648,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ncc(CCc2ccnc(NC(=O)C3CC3)c2)s1,267.0,6.57
CHEMBL557515,Cc1ccc(C(=O)NC(C)(C)C)cc1Nc1cc(=O)n(C)c2c1cnn2-c1ccc(F)cc1F,269.0,6.57
CHEMBL19040,CNC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C(C)C)cc1,270.0,6.57
CHEMBL5864224,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)n2)cc(S(=O)(=O)C2CC2)c1,271.0,6.57
CHEMBL255719,CCCNc1nc2c(s1)C(=O)N(c1cc(C(=O)NC)ccc1C)C2,270.0,6.57
CHEMBL131176,O=C1NCc2nc(Sc3ccccc3)ccc2N1c1c(Cl)cccc1Cl,270.0,6.57
CHEMBL1077414,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1cccc(C(N)=O)c1,270.0,6.57
CHEMBL184189,COCCOc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,270.0,6.57
CHEMBL5900699,CNc1cc(C(C)(C)C)cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(OC)cc(S(=O)(=O)C5CC5)c4)n3)c3ccccc23)c1OC,271.0,6.57
CHEMBL3980630,Cc1n[nH]c2cc(Nc3nccc(Oc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5ccc(OCCN6CCOCC6)cc5)c5ccccc45)n3)ccc12,269.0,6.57
CHEMBL477348,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCCCO)cc1,270.0,6.57
CHEMBL41970,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccccc2)cc1,270.0,6.57
CHEMBL5863472,CC(C)C(=O)Nc1cc(CCc2cnc(NC(=O)Nc3cc(C(C)(C)C)nn3C)s2)ccn1,270.0,6.57
CHEMBL1092971,CCN(C(=O)c1ccccc1Cl)c1ccnc(N[C@@H](C)c2ccccc2)n1,267.0,6.57
CHEMBL3393305,CCCc1c(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cnn1-c1cccnc1,270.0,6.57
CHEMBL3310137,O=C(CCCc1ccccc1)Nc1onc(-c2ccc(F)cc2)c1-c1ccncc1,271.0,6.57
CHEMBL6007970,COc1c(NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(C#N)cc(OCCCN5CCOCC5)c4)c3)c3ccccc23)cc(C(C)(C)C)cc1[S+](C)[O-],269.0,6.57
CHEMBL213478,CNc1ncc2cc(-c3cc(Nc4nc5cc(C(F)(F)F)ccc5[nH]4)ccc3C)ccc2n1,277.0,6.56
CHEMBL5969474,C#Cc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)NCCOCCOC)c1,277.0,6.56
CHEMBL4645084,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(/C=N/NC(=O)c4cccs4)c3)cc1CC2,276.0,6.56
CHEMBL1800920,Cc1ccc(C(=O)NC(C)(C)C)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,275.0,6.56
CHEMBL5801712,COc1c(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccccc4)c3)c3ccccc23)cc(C(C)(C)C)cc1C(=O)NC1CCOCC1,275.0,6.56
CHEMBL487577,Cc1cccn2nc(-c3ccc(F)cc3)c(-c3ccncc3)c12,280.0,6.55
CHEMBL338196,c1ccc(-c2n[nH]c(C3CC3)c2-c2ccnc3ccccc23)nc1,280.0,6.55
CHEMBL3087468,COc1cccc2c1C(=O)c1ccc(Nc3ccc(F)cc3F)cc1OC2,280.0,6.55
CHEMBL4447850,Cc1ccccc1-n1cc(C(=O)NCc2ccc(C(=O)NC3CC3)cc2)cn1,280.0,6.55
CHEMBL5087073,CC(NC(=O)c1cnc2ccccn12)c1ccc(C(=O)N[C@H](CCC2CCCCC2)C(=O)NC2CCCN(S(C)(=O)=O)C2)cc1,284.0,6.55
CHEMBL271272,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCc4ccc(NS(C)(=O)=O)cc4)cc3)c2)o1,280.0,6.55
CHEMBL1272161,COc1ccc(/C=C/C(=O)Nc2cc(-c3c(-c4ccc(F)cc4)nc(SC)n3C)ccn2)c(OC)c1,280.0,6.55
CHEMBL324091,Nc1cc(F)ccc1Sc1ccc2c(-c3c(Cl)cccc3Cl)c(=O)ncn2n1,280.0,6.55
CHEMBL1271553,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CC(=O)N1CCOCC1,280.0,6.55
CHEMBL4522291,CCCC[C@H](NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1)C(N)=O,280.0,6.55
CHEMBL6019442,CCOc1ccc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc1,281.0,6.55
CHEMBL521265,CSc1nc(-c2cccc(C(F)(F)F)c2)c(-c2ccnc(NCc3ccccc3)c2)[nH]1,282.0,6.55
CHEMBL4438679,CC(NC(=O)c1cnn(-c2ccccc2)c1)c1ccc(C(=O)N[C@@H](CCC2CCCCC2)C(N)=O)cc1,280.0,6.55
CHEMBL187961,COC[C@@H](C)Nc1nccc(-c2nn3c(c2-c2ccc(F)cc2)OCC3)n1,280.0,6.55
CHEMBL188126,CCN(CC)CCCNc1cc(Nc2cc(NC(=O)c3ccnc(N4CCOCC4)c3)ccc2C)ncn1,280.0,6.55
CHEMBL5879410,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(OCC(CO)(CO)CO)c4OC)c4ccccc34)ccn2)cc(C(N)=O)c1,284.0,6.55
CHEMBL324089,Cc1cccc(Sc2ccc3c(-c4c(Cl)cccc4Cl)c(=O)ncn3n2)c1,280.0,6.55
CHEMBL408476,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4ccc(NS(C)(=O)=O)cc4)cc3)c2)o1,280.0,6.55
CHEMBL61628,CC(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)on1,290.0,6.54
CHEMBL5429577,CCOC(=O)C1Cc2nc(-c3ccc(Cl)c(Cl)c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2C1,285.3,6.54
CHEMBL4071494,Oc1ccc(-c2nc(-c3ccco3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,288.0,6.54
CHEMBL571544,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Nc3ccnc4ccccc34)c2)cc1,290.0,6.54
CHEMBL5751852,COCCOCCOCCOc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(S(C)(=O)=O)c4OC)c4ccccc34)ccn2)cc(OC)c1,290.0,6.54
CHEMBL4643246,c1ccc2cc(-c3nnc(N4CCC4)cc3-c3ccncc3)ccc2c1,290.0,6.54
CHEMBL4225547,O=C(Nc1cc(-c2c(-c3ccc(Cl)cc3)nc3cccnn23)ccn1)c1ccccc1,290.0,6.54
CHEMBL4864514,CNC(=O)c1cc(-n2ncc3cc(Oc4ccccc4Cl)ccc32)cs1,286.0,6.54
CHEMBL19148,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccccc1,290.0,6.54
CHEMBL1270655,Cn1[nH]c(=O)n(Cc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3cccc4ccccc34)c2)c1=O,292.0,6.54
CHEMBL366533,Cn1c(=O)n(C)c2cc(-c3[nH]cnc3-c3ccccc3)ccc21,290.0,6.54
CHEMBL480981,COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(NC(C)CO)c1,292.0,6.54
CHEMBL3087470,Cc1cc(F)c(NC(=O)c2ccsc2)cc1Nc1ccc2c(c1)OCc1ccc(OC[C@H]3COC(C)(C)O3)cc1C2=O,287.0,6.54
CHEMBL61326,CCCCOC(=O)c1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2C)cc1,290.0,6.54
CHEMBL39931,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,290.0,6.54
CHEMBL213521,c1ccc(-c2ncoc2-c2ccc3nnc(-c4ccno4)n3c2)cc1,285.0,6.54
CHEMBL4852110,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CO)C(=O)O,290.0,6.54
CHEMBL3120987,Cn1c(-c2cn(-c3cccc(C(=O)NCCCO)c3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,290.0,6.54
CHEMBL5826716,C#Cc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(NS(C)(=O)=O)c4OC)c4ccccc34)n2)cc(C(=O)N[C@@H](C)CN2CCOCC2)c1,286.0,6.54
CHEMBL5436023,CCOC(=O)C1Cc2nc(-c3ccc4ccccc4c3)n(-c3ccnc(N[C@H]4CCCN(C(=O)C5CC5)C4)n3)c2C1,291.5,6.54
CHEMBL4750197,Nc1c(C(=O)NCc2ccc(C(=O)N[C@@H](CCC3CCCCC3)C(=O)NCc3ccc(Cl)cc3)cc2)cnn1-c1ccccc1,287.0,6.54
CHEMBL1950297,CC(C)(O)[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,290.0,6.54
CHEMBL2179120,COc1cc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc(OC)c1OC,290.0,6.54
CHEMBL593219,CNC(=O)c1ccc(-c2nnc3ccc(Sc4ccc(F)cc4F)cn23)cc1.Cl,293.0,6.53
CHEMBL5956638,COc1c(CNC(C)=O)cc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccnc(Nc3ccccc3)c2)c2ccccc12,294.0,6.53
