Molecule ChEMBL ID,Smiles,IC50_nM,pIC50
CHEMBL493669,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)CCc3ccccc3)c2)[nH]1,13.0,7.89
CHEMBL462679,CC(C)CNc1cc(-c2[nH]c(SCC(O)CO)nc2-c2ccc(F)cc2)ccn1,13.0,7.89
CHEMBL5787409,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)NCCN2CCOCC2)c1,13.0,7.89
CHEMBL2182099,COc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)CCc3ccccc3C4=O)c2)c1,13.0,7.89
CHEMBL5931562,COc1cc(C(=O)NCCN2CCOCC2)ccc1Nc1nccc(Oc2ccc(NC(=O)Nc3cc(C(C)C)nn3-c3ccc(C)cc3)c3ccccc23)n1,13.0,7.89
CHEMBL3896872,Cc1n[nH]c2ccc(Nc3nccc(Oc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5ccc(OCCN6CCOCC6)cc5)c5ccccc45)n3)cc12,13.0,7.89
CHEMBL482087,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1,13.0,7.89
CHEMBL253149,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)C(C)C)c(C)c23)c1,13.0,7.89
CHEMBL1929226,CC(C)(C)c1cc(C(=O)N2CCNC(=O)CC2)c(NC(=O)Nc2ccc(Cl)c(Cl)c2)s1,13.0,7.89
CHEMBL396768,COc1cc2c(cc1C(=O)N1CCn3c(cnc3-c3ccc(F)cc3F)C1)c(C(=O)C(=O)N(C)C)cn2C,13.0,7.89
CHEMBL5791133,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)C)nn4-c4cccc(CP(C)(C)=O)c4)c4ccccc34)n2)cc(OCCN2CCOCC2)c1,13.0,7.89
CHEMBL4513323,COc1cc(CC(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(OC)c1OC,13.0,7.89
CHEMBL244172,COc1nc2[nH]cc(C(=O)C(=O)N3CCC(O)C3)c2cc1C(=O)N1CCn2c(cnc2-c2ccc(F)cc2F)C1,13.0,7.89
CHEMBL1092675,CCN(C(=O)c1cccc(C)c1)c1ccnc(N[C@@H](C)c2ccccc2)n1,13.0,7.89
CHEMBL14329,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3F)n2)cc1,13.0,7.89
CHEMBL4473671,Cc1ccc(C(=O)N[C@@H](CCC2CCCCC2)C(N)=O)cc1NC(=O)c1cnn(-c2ccccc2)c1,13.0,7.89
CHEMBL1208954,COc1c(NC(=O)C(=O)c2ccc(Oc3ccnc(N4CCOCC4)n3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,13.0,7.89
CHEMBL3781532,COC(=O)Nc1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,13.0,7.89
CHEMBL559935,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2F)c2cnn(-c3ccc(F)cc3F)c21,13.0,7.89
CHEMBL64040,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(N)c2)n1,13.0,7.89
CHEMBL197698,O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1,13.0,7.89
CHEMBL1230065,CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,13.0,7.89
CHEMBL4748823,Cc1cccc(-c2[nH]c(CNc3ccccc3)nc2-c2ccc3[nH]ncc3c2)n1,13.0,7.89
CHEMBL1271777,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccco3)c2)[nH]1,13.0,7.89
CHEMBL253148,CCC(=O)Nc1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,13.0,7.89
CHEMBL6005512,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(CC(N)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)NCCCN2CC[S+]([O-])CC2)c1,13.0,7.89
CHEMBL1929233,CC(C)(C)c1cc(C(=O)N2CCC(=O)N(CC(N)=O)CC2)c(NC(=O)Nc2cccc(Cl)c2Cl)s1,13.0,7.89
CHEMBL383569,Cc1cccc(-c2nc(C)sc2-c2ccnc(NC(=O)c3ccccc3)c2)c1,13.0,7.89
CHEMBL262624,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3ncnn4cc(C(=O)N[C@@H](C)c5ccccc5)c(C)c34)c2)cc1,13.0,7.89
CHEMBL440406,CNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3Cc2ccccc2)c1,13.0,7.89
CHEMBL197545,CCCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,13.0,7.89
CHEMBL403141,Cc1cccc(Cl)c1NC(=O)c1cnc(NC(C)C)s1,13.0,7.89
CHEMBL5074152,COC(=O)[C@H](CCSC)NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccccc3N)cc1CC2,13.0,7.89
CHEMBL197772,CCCC(=O)Nc1cc(-c2sc(CC)nc2-c2cccc(C)c2)ccn1,13.0,7.89
CHEMBL41723,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Sc2ccncc2)cc1,13.0,7.89
CHEMBL5762246,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cccc(C(=O)NCCN5CCN(C)CC5)c4)n3)c3ccccc23)cc1,13.0,7.89
CHEMBL152820,Cc1ccccc1C(=O)c1ccc(Nc2ccccc2N)cc1C,13.0,7.89
CHEMBL2058049,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(C)ccc2Oc2ccnc(N3CCOCC3)n2)cc1,13.0,7.89
CHEMBL4068060,Cc1cc(F)c(NC(=O)c2ccsc2)cc1Nc1ccc2c(c1)OCc1ccc(C(=O)NCC(O)CO)cc1C2=O,13.1,7.88
CHEMBL4079228,CNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(C)c(NC(=O)C4CC4)c3)cc1CC2,13.1,7.88
CHEMBL271639,O=c1ccc2c(-c3ccccc3)cccc2n1-c1c(Cl)cccc1Cl,13.4,7.87
CHEMBL2151321,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,13.4,7.87
CHEMBL212239,CC(C)c1nnc2ccc(-c3ocnc3-c3cccc(Cl)c3)cn12,13.5,7.87
CHEMBL1290288,CNC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3)c2N)c1,14.0,7.85
CHEMBL4756586,CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,14.0,7.85
CHEMBL412281,CNC(=O)c1ccc(C)c(Nc2nc(NC)nc3c2cnn3-c2ccccc2)c1,14.0,7.85
CHEMBL1797204,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1c(F)cc(N2CCN(C)CC2)cc1F,14.0,7.85
CHEMBL3898648,CC(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)NC(=O)C5)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1,14.0,7.85
CHEMBL215019,CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)ccc2n1,14.0,7.85
CHEMBL2177213,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1ccccc1,14.0,7.85
CHEMBL1945724,CCn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2C)cc2nnc(-c3c(C)cccc3F)n21,14.1,7.85
CHEMBL1089520,NS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,14.0,7.85
CHEMBL1807458,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(OC)c4)c(C)c23)c1,14.0,7.85
CHEMBL4443551,Cc1ccc(C(=O)N[C@@H](CC2CCCCC2)C(N)=O)cc1NC(=O)c1cnn(-c2ccccc2)c1N,14.0,7.85
CHEMBL411632,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1,14.0,7.85
CHEMBL1271555,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)c3ccc(C)c(F)c3)c2)[nH]1,14.0,7.85
CHEMBL1825147,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCOCC1,14.0,7.85
CHEMBL4861739,O=C(NC1CC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,14.0,7.85
CHEMBL14763,Oc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,14.13,7.85
CHEMBL2031229,Cc1ccc(NC(=O)c2ccccc2F)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,14.13,7.85
CHEMBL2401986,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccccc2)s1,14.0,7.85
CHEMBL1916522,[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)cc(-c3cccnc3)nc2c1-c1c(Cl)cccc1Cl,14.0,7.85
CHEMBL1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,14.0,7.85
CHEMBL3086675,O=C1c2cc(OC[C@H](O)CO)ccc2COc2cc(Nc3ccc(F)cc3F)ccc21,14.0,7.85
CHEMBL1916359,[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl,14.0,7.85
CHEMBL562451,Cc1cc(OCCN2CCOCC2)ccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-],14.0,7.85
CHEMBL386360,CC1(c2nnc3ccc(-c4ocnc4-c4ccc(F)cc4)cn23)CCC1,14.0,7.85
CHEMBL5974032,Cc1cccc(-c2nc(-c3c(F)cccc3F)[nH]c2C2=CCOCC2)c1,14.0,7.85
CHEMBL243963,CN(C)C(=O)C(=O)c1cn(C)c2cc(Cl)c(C(=O)N3CCn4c(cnc4-c4ccc(F)cc4F)C3)cc12,14.0,7.85
CHEMBL2058053,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)cc(C)c2Oc2ccnc(N3CCOCC3)n2)cc1,14.0,7.85
CHEMBL1807443,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4)c(C)c23)c1,14.0,7.85
CHEMBL1766491,Cn1c(=O)c(Oc2ccc(F)cc2)cc2cnc(NC3CCOCC3)nc21,14.0,7.85
CHEMBL2177217,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1ccc2c(c1)CCCCC2=O,14.0,7.85
CHEMBL5076884,Nc1ccccc1Nc1ccc2c(c1)CCc1ccc(C(=O)NCCO)cc1C2=O,14.0,7.85
CHEMBL419409,COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1,14.0,7.85
CHEMBL1929231,COCCOCCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O,14.0,7.85
CHEMBL1209639,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3CC=CC[C@H]3C(=O)O)c2)n1,14.0,7.85
CHEMBL195942,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccncc2)c1,14.0,7.85
CHEMBL3890213,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(c4)C(=O)NC5)n3)c3ccccc23)n(-c2ccc(OCCN3CCOCC3)cc2)n1,14.0,7.85
CHEMBL411257,Cc1ccc(NC(=O)c2ccncc2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,14.0,7.85
CHEMBL4446519,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC3CC3)c2)[nH]1,14.0,7.85
CHEMBL4225003,Cc1cc(-c2nc3cccnn3c2-c2ccnc(NC(=O)c3cccc(Cl)c3)c2)ccc1F,14.0,7.85
CHEMBL278041,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,14.3,7.84
CHEMBL378697,CC(C)c1nnc2ccc(-c3ocnc3-c3cccc(Cl)c3Cl)cn12,14.5,7.84
CHEMBL1254572,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,14.5,7.84
CHEMBL272142,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(F)cccc4Cl)nc3-c3ccccc3)cc21.CS(=O)(=O)O,14.5,7.84
CHEMBL212038,CC(C)c1nnc2ccc(-c3ocnc3-c3c(F)cccc3F)cn12,14.6,7.84
CHEMBL5093888,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,15.0,7.82
CHEMBL1766581,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCS(=O)(=O)CC3)nc21,15.0,7.82
CHEMBL2179115,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(C4CCCCC4)cc23)cc1,15.0,7.82
CHEMBL1766493,Cn1c(=O)c(Oc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,15.0,7.82
CHEMBL5084730,Nc1ccccc1Nc1ccc2c(c1)CCc1ccc(C(=O)NC(CO)CO)cc1C2=O,15.0,7.82
CHEMBL13836,Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,15.14,7.82
CHEMBL5398852,C[C@H]1CN(C(=O)c2ccc(NC(=O)/C=C/CN(C)C)cc2)C[C@H]1Nc1nccc(-c2c(-c3ccccc3)nn3ccccc23)n1,15.0,7.82
CHEMBL1797219,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1ccc(CNC(=O)CN)cc1,15.0,7.82
CHEMBL254659,CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OC)ccc3C)c2c1C,15.0,7.82
CHEMBL1797207,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1c(F)cc(O)cc1F,15.0,7.82
CHEMBL552113,COc1cccc(OC)c1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-],15.0,7.82
CHEMBL4442468,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)[C@@H]3C[C@H]3c3ccccc3)c2)[nH]1,15.0,7.82
CHEMBL460773,CC(C)C(C)Nc1cc(-c2[nH]c(SCC(O)CO)nc2-c2ccc(F)cc2)ccn1,15.0,7.82
CHEMBL3652532,COc1c(NC(=O)N[C@@H]2Cc3ccccc3[C@@H]2O)cc(C(C)(C)C)cc1[C@@H](O)C(F)(F)F,15.0,7.82
CHEMBL1213107,CONC(=O)c1ccc(C)c(Nc2nc(NCc3cccc(C)c3)nc(NC(C)C(C)(C)C)n2)c1,15.0,7.82
CHEMBL192889,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(-c4c(Cl)cccc4Cl)nc3-c3ccccc3)cc21.CS(=O)(=O)O,15.3,7.82
CHEMBL14212,Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1C,15.14,7.82
CHEMBL5860468,COCC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cc(C4(C)COC4)nn3-c3ccc(C)cc3)cc2)ccn1,15.0,7.82
CHEMBL481100,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCCCO)c2)[nH]1,15.0,7.82
CHEMBL481751,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@H]3CC[C@H](C)CC3)c2)[nH]1,15.0,7.82
CHEMBL6005996,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C5(C)CC5)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)NCCN2CCOCC2)c1,15.0,7.82
CHEMBL4462636,Cc1ccc(C(=O)N[C@@H](CCC2CCCCC2)C(N)=O)cc1NC(=O)c1ccc(-c2ccccc2Cl)s1,15.0,7.82
CHEMBL2031222,Cc1ccc(NC(=O)c2ccccc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,15.14,7.82
CHEMBL2177209,Cc1cccc(C(=O)Nc2cccc(Nc3ccc4c(c3)OCc3ccccc3C4=O)c2)c1,15.0,7.82
CHEMBL5087420,Nc1ccccc1Nc1ccc2c(c1)CCc1ccc(C(=O)NCC(O)CO)cc1C2=O,15.0,7.82
CHEMBL3393298,CCCc1c(C(=O)Nc2cc(C#N)ccc2C)cnn1-c1ccccc1,15.0,7.82
CHEMBL386904,CN(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,15.3,7.82
CHEMBL3958953,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5c(cnn5CCN5CCOCC5)c4)n3)c3ccccc23)cc1,15.0,7.82
CHEMBL585666,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)nc21,15.0,7.82
CHEMBL4434855,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CC3CC3)c2)[nH]1,15.0,7.82
CHEMBL1097021,CNC(=O)c1ccc(C)c(-n2ncc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,15.0,7.82
CHEMBL1807586,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3cnc4ccccc4n3)c(C)c12,15.0,7.82
CHEMBL1269946,NC(=O)Cc1cccc(-n2nc(-c3ccsc3)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,15.0,7.82
CHEMBL5890898,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(C[S+](C)[O-])c4OC)c4ccccc34)ccn2)cc(C(=O)NCCN2CCOCC2)c1,15.0,7.82
CHEMBL198334,CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1,15.0,7.82
CHEMBL5436581,C[C@H]1CN(C(=O)c2ccc(NC(=O)CCCN(C)C)cc2)C[C@H]1Nc1nccc(-c2c(-c3ccccc3)nn3ccccc23)n1,15.0,7.82
CHEMBL386807,Fc1ccc(-c2ncoc2-c2ccc3nnc(N4CCCC4)n3c2)cc1,15.4,7.81
CHEMBL193055,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,15.9,7.8
CHEMBL2031465,Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,15.85,7.8
CHEMBL403943,Nc1nc2ccc(-c3ocnc3-c3ccccc3F)cc2s1,16.0,7.8
CHEMBL262866,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cccc(N5CCCC5=O)c4)ccc3C)c2c1C,16.0,7.8
CHEMBL4461695,NC(=O)c1nc(-c2ccc(F)c(C(F)(F)F)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,16.0,7.8
CHEMBL17131,NC(=O)N(c1c(F)cccc1F)c1nc(-c2ccccc2F)nc2c1ncn2Cc1ccccc1,16.0,7.8
CHEMBL3652535,COc1c(NC(=O)N[C@@H]2Cc3c(F)cccc3[C@@H]2O)cc(N2CCOCC2)cc1[C@@H](O)C(F)(F)F,16.0,7.8
CHEMBL1825149,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCSCC1,16.0,7.8
CHEMBL262095,COC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccc(C#N)cc4)ccc3C)c2c1C,16.0,7.8
CHEMBL1257366,CC(C)Nc1ncc(-c2cc(-c3ccccc3CNC(=O)NC3CC3)nc(NCCN(C)C)n2)s1,16.0,7.8
CHEMBL2179128,Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1,16.0,7.8
CHEMBL4536012,CCc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,16.0,7.8
CHEMBL4451444,O=C(Nc1cc(-c2[nH]c(CO)nc2-c2ccc(F)cc2)ccn1)C1CC1,16.0,7.8
CHEMBL1209482,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3ccccc3=O)c2)n1,16.0,7.8
CHEMBL5741177,Cc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(Cl)cc(C(=O)NCCN5CCOCC5)c4)n3)c3ccccc23)cc1,16.0,7.8
CHEMBL129775,CC(=O)c1cc(Cl)c(N2C(=O)NCc3nc(Sc4ccc(F)cc4)ccc32)c(Cl)c1,16.0,7.8
CHEMBL225419,Cc1ccc(C(=O)NO)cc1Nc1nc(N[C@H]2CCNC2)nc(N(C)CC(C)(C)C)n1,16.0,7.8
CHEMBL1258632,Clc1ccccc1-c1cc(-c2cnc(NC3CCC3)s2)nc(-c2ccccn2)n1,16.0,7.8
CHEMBL14478,COc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,15.7,7.8
CHEMBL1271269,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CC(N)=O)c2)n1,16.0,7.8
CHEMBL590871,Cc1ccc(NC(=O)c2nc(C(F)(F)F)[nH]c2-c2ccc(F)cc2)cc1Nc1ccc2ncn(C)c(=O)c2c1,16.0,7.8
CHEMBL5995929,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc([S+](C)[O-])c4OC)c4ccccc34)ccn2)cc(C(=O)NCCN2CC[S+]([O-])CC2)c1,16.0,7.8
CHEMBL245224,COc1nc2c(cc1C(=O)N1CCn3c(cnc3-c3ccc(F)cc3F)C1)c(C(=O)C(=O)N1CCC(O)C1)cn2C,16.0,7.8
CHEMBL198821,CN(C)CCNC(=O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,16.0,7.8
CHEMBL1258862,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(N)n2)s1,16.0,7.8
CHEMBL4779799,CC[C@@H](Nc1nccn(-c2cc(C(=O)NC3CC3)ccc2C)c1=O)c1ccccc1,15.85,7.8
CHEMBL611945,C=CCC(C)(C)c1nnc2ccc(Sc3ccc(F)cc3F)cn12.Cl,16.3,7.79
CHEMBL404645,CC(C)Cn1cnc2ccc(-c3[nH]c(-c4c(F)cccc4F)nc3-c3ccccc3)cc21,16.2,7.79
CHEMBL3310128,O=C(Cc1ccccc1)Nc1[nH]nc(-c2ccc(F)cc2)c1-c1ccncc1,16.5,7.78
CHEMBL377538,c1ccc(-c2ncoc2-c2ccc3nnc(C4CCC4)n3c2)cc1,16.6,7.78
CHEMBL523880,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCC(C)c3ccccc3)c2)[nH]1,17.0,7.77
CHEMBL1773509,CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1,17.0,7.77
CHEMBL2182084,O=C(Nc1cc(Nc2ccc3c(c2)CCCCC3=O)ccc1F)c1ccsc1,17.0,7.77
CHEMBL554485,Cc1cccc(C)c1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-],17.0,7.77
CHEMBL4449421,CNC(=O)c1ccc(C)c(NC(=O)c2ccc(-c3ccccc3Cl)s2)c1,17.0,7.77
CHEMBL3950258,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]nc(OCCN6CCOCC6)c5c4)n3)c3ccccc23)cc1,17.0,7.77
CHEMBL4552734,Cc1ccc(C(N)=O)cc1NC(=O)c1ccc(-c2ccccc2Cl)s1,17.0,7.77
CHEMBL2316480,O=C(NC(CO)CO)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,17.0,7.77
CHEMBL1945719,Cc1ccc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3ccc(F)cc3F)n2n(C)c1=O,16.9,7.77
CHEMBL1258514,CCNc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,17.0,7.77
CHEMBL1092975,CCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(N[C@@H](C)c2ccccc2)n1,17.0,7.77
CHEMBL5082023,Nc1ccccc1Nc1ccc2c(c1)CCc1ccc(C(=O)NCCCC[C@H](N)C(=O)O)cc1C2=O,17.0,7.77
CHEMBL5935871,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)cc(CC(N)=O)c4OC)c4ccccc34)ccn2)cc(C(=O)NCCN2CC[S+]([O-])CC2)c1,17.0,7.77
CHEMBL3087472,O=C(Nc1cc(Nc2ccc3c(c2)OCc2cc(OCCN4CCOCC4)ccc2C3=O)ccc1F)c1ccccc1,17.0,7.77
CHEMBL1090975,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)cc1,17.0,7.77
CHEMBL1738710,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,16.9,7.77
CHEMBL258002,CC[C@@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)nn(CC)c3N)cc2s1,17.0,7.77
CHEMBL6017241,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccncc3)cc2F)n(-c2cccc(F)c2)n1,17.0,7.77
CHEMBL3695573,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,17.0,7.77
CHEMBL1797226,CNC(=O)c1cccc(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,17.0,7.77
CHEMBL5094704,COC(=O)CC[C@H](NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccccc3N)cc1CC2)C(=O)OC,17.0,7.77
CHEMBL550566,Nc1c(C(=O)c2ccc(F)cc2F)cc[n+]([O-])c1-c1c(F)cccc1F,17.0,7.77
CHEMBL3695595,COc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ncnc4[nH]c(=O)cnc34)c3ccccc23)cc1,17.0,7.77
CHEMBL1258515,Clc1ccccc1-c1cc(-c2cnc(NC3CC3)s2)nc(-c2ccccn2)n1,17.0,7.77
CHEMBL1271774,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1CCCCl,17.0,7.77
CHEMBL4778587,CCCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,17.0,7.77
