canonical_smiles,MW,cLogP,HBD,HBA,TPSA,QED,SA_score,scaffold,has_hydroxyl,has_amine,has_carbonyl,has_amide,has_halogen_F,has_halogen_Cl,has_halogen_Br,has_aromatic_ring,has_piperidine,has_piperazine,has_morpholine
O=C(NO)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,394.3770000000001,4.157000000000003,3,4,78.43,0.4605528974008035,2.3447606063242272,O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,True,True,True,True,True,False,False,True,False,False,False
O=C(NCC(O)CO)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4cccs4)c(F)cc3F)cc1CC2,577.609,4.434800000000003,5,7,127.75999999999999,0.21086171806948803,3.2089861545967358,O=C(Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1)c1cccs1,True,True,True,True,True,False,False,True,False,False,False
Cc1cccc(-c2nc(-c3ccc(C#N)cc3)[nH]c2-c2ccncc2)c1,336.3980000000001,4.985800000000004,1,3,65.36,0.5732334459109417,2.2338363720547534,c1ccc(-c2nc(-c3ccccc3)c(-c3ccncc3)[nH]2)cc1,False,False,False,False,False,False,False,True,False,False,False
COc1c(CCc2cc(C(=O)Nc3cc(-n4cnc(C)c4)cc(C(F)(F)F)c3)ccc2C)cnc2[nH]ccc12,533.5540000000001,6.4303400000000055,2,4,84.82999999999998,0.2525359293283155,2.9538344753060635,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(CCc2cnc3[nH]ccc3c2)c1,False,False,True,True,True,False,False,True,False,False,False
O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)C4CC4)ccc3F)cc1CC2,556.6380000000001,4.309400000000004,3,6,99.77000000000001,0.38258347541186966,2.612274361832304,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3cccc(NC(=O)C4CC4)c3)cc1CC2,False,True,True,True,True,False,False,True,False,False,True
Cc1cc(-c2nc3cccnn3c2-c2ccnc(NC(=O)c3cc[n+]([O-])c(C)c3)c2)ccc1F,454.4650000000002,4.099940000000002,1,5,99.12,0.3256285904884362,2.940508610265999,O=C(Nc1cc(-c2c(-c3ccccc3)nc3cccnn23)ccn1)c1cc[nH+]cc1,False,False,True,True,True,False,False,True,False,False,False
Cc1ccc(C(=O)Nc2ccnn2C)cc1NC(=O)c1cnc(NC(C)C)s1,398.49200000000013,3.509920000000001,3,6,100.94000000000001,0.5898372415685974,2.488799260638995,O=C(Nc1ccn[nH]1)c1cccc(NC(=O)c2cncs2)c1,False,True,True,True,False,False,False,True,False,False,False
COC(=O)[C@@H](N)CNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,479.48300000000023,3.2681000000000022,3,6,110.51999999999998,0.46835963334466474,2.9586631305689686,O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,False,True,True,True,True,False,False,True,False,False,False
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(CO)cc2)s1,406.5070000000001,4.360320000000003,3,4,78.43,0.5690954138397191,2.0818542273373595,O=C(NC1CC1)c1cccc(NC(=O)c2ccc(-c3ccccc3)s2)c1,True,False,True,True,False,False,False,True,False,False,False
CCNc1nnc2ccc(-c3ocnc3-c3ccccc3)cn12,305.341,3.483100000000001,1,5,68.25,0.6248847882185703,2.69422732953492,c1ccc(-c2ncoc2-c2ccc3nncn3c2)cc1,False,True,False,False,False,False,False,True,False,False,False
