mol_id,chembl_id,smiles,ic50_nM,pIC50
mol_0833,CHEMBL378420,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCN3CCOCC3)cc2)nn1C(=O)c1c(F)cccc1F,118.0,6.93
mol_0834,CHEMBL1081105,N[C@H](CCc1cc(-c2ccc3cnccc3c2)no1)Cc1ccc(C(F)(F)F)cc1,117.0,6.93
mol_0835,CHEMBL5841163,CCN1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,117.0,6.93
mol_0836,CHEMBL4525034,CCOP(=O)(OCC)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,117.0,6.93
mol_0837,CHEMBL5976175,CCOP(=O)(OCC)N(C)CC[N+]1([O-])CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,117.0,6.93
mol_0838,CHEMBL6064669,CCN1CCC(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,120.0,6.92
mol_0839,CHEMBL233553,CNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1,120.0,6.92
mol_0840,CHEMBL186800,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(Cl)cccc1Cl,121.0,6.92
mol_0841,CHEMBL378248,NCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,120.0,6.92
mol_0842,CHEMBL202695,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,120.0,6.92
mol_0843,CHEMBL5287079,N[C@H](COc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)c1ccccc1,120.0,6.92
mol_0844,CHEMBL525194,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,120.0,6.92
mol_0845,CHEMBL438721,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccccc32)cc1,120.0,6.92
mol_0846,CHEMBL322568,CSc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,120.0,6.92
mol_0847,CHEMBL3655765,CC[C@H](Nc1nc(NCc2cccc(F)c2)c2ncn(C(C)C)c2n1)[C@@H](C)O,120.0,6.92
mol_0848,CHEMBL3919796,COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=O)=NC#N)c2)ncc1F,120.0,6.92
mol_0849,CHEMBL189136,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1F,122.0,6.91
mol_0850,CHEMBL5870326,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C1CC1,122.0,6.91
mol_0851,CHEMBL83443,CC(C)Cc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,124.0,6.91
mol_0852,CHEMBL3967592,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCNCC4)cn3)nc12,124.0,6.91
mol_0853,CHEMBL245336,CNC(=O)CN1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,123.0,6.91
mol_0854,CHEMBL4744627,C=CC(=O)N1CCc2cc(S(=O)(=O)N3CCCC(Nc4ncc(SCc5ncc(C(C)(C)C)o5)s4)C3)ccc21,124.0,6.91
mol_0855,CHEMBL5870086,C=CC(=O)N1CCc2cc(S(=O)(=O)N3CCC[C@@H](Nc4ncc(SCc5ncc(C(C)(C)C)o5)s4)C3)ccc21,124.0,6.91
mol_0856,CHEMBL6033665,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C,126.0,6.9
mol_0857,CHEMBL5900559,C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c(OC)c1,126.0,6.9
mol_0858,CHEMBL4746993,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c(OC)c1,126.0,6.9
mol_0859,CHEMBL5900599,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21,126.0,6.9
mol_0860,CHEMBL312273,CC(=O)NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,127.0,6.9
mol_0861,CHEMBL5542804,CC[C@H](CO)Nc1nc(NCc2ccc(NC(=O)C3CCN(C(C)=O)CC3)cc2)n2ncc(C(C)C)c2n1,124.7,6.9
mol_0862,CHEMBL5879318,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC6)c5c4)n3)ccc2C1,129.0,6.89
mol_0863,CHEMBL3934141,COc1cc(CS(C)(=O)=NC#N)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,130.0,6.89
mol_0864,CHEMBL3648080,C[C@H](O)[C@@H](C)Nc1nc(Nc2ccc(S(=O)(CC=O)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br,130.0,6.89
mol_0865,CHEMBL6169949,O=C(NNC(=O)c1oc2ccccc2c1CN1CCN(c2ccccc2)CC1)Nc1ccccc1,129.3,6.89
mol_0866,CHEMBL5956369,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCCC1,128.0,6.89
mol_0867,CHEMBL2011927,COc1ccc(-c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2)cc1,133.0,6.88
mol_0868,CHEMBL3823278,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(C)n2)CC1,135.0,6.87
mol_0869,CHEMBL5925248,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,135.0,6.87
mol_0870,CHEMBL1081437,N[C@H](CNc1nnc(-c2ccc3[nH]nc(C4CC4)c3c2)s1)Cc1ccc(C(F)(F)F)cc1,135.0,6.87
mol_0871,CHEMBL5435746,O=C(Nc1ccc(N2CCNCC2)cc1)c1n[nH]cc1Nc1cc(OC2CCCC2)ncn1,135.01,6.87
mol_0872,CHEMBL6166339,Nc1cc(-c2c[nH]c3ccccc23)nn1-c1nc(Nc2ccc(Br)cc2)nc(N2CCOCC2)n1,136.4,6.87
mol_0873,CHEMBL2011926,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,135.0,6.87
mol_0874,CHEMBL5561839,CC(C)n1nnc2ccc(-c3ccnc(Nc4cc(C(=O)N5CCCC5)ccn4)c3)cc21,134.2,6.87
mol_0875,CHEMBL4461442,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)P(C)(C)=O)C5)ncc3F)cc2n1C(C)C,135.0,6.87
mol_0876,CHEMBL1081296,N[C@H](CNc1ncc(-c2ccc3cncnc3c2)s1)Cc1ccc(C(F)(F)F)cc1,136.0,6.87
mol_0877,CHEMBL1081852,N[C@H](CNc1ncc(-c2ccc3[nH]c(=O)oc3c2)s1)Cc1ccc(C(F)(F)F)cc1,138.0,6.86
mol_0878,CHEMBL6167764,COc1ccc(NC(=O)NNC(=O)c2oc3ccccc3c2CN2CCN(c3ccccc3)CC2)cc1,137.2,6.86
mol_0879,CHEMBL5423237,O=C(c1ccc(Cl)cc1)N1CCN(c2nnc(Cc3ccccc3)c3ccccc23)CC1,137.54,6.86
mol_0880,CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,138.0,6.86
mol_0881,CHEMBL565211,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCOCC4)cc3)nc1-2,137.0,6.86
mol_0882,CHEMBL1235529,O=S1(=O)NCCCNc2nc(ncc2Br)Nc2cccc1c2,140.0,6.85
mol_0883,CHEMBL388956,COc1c(O)cc2c3c(cc4ccc(O)cc4c13)NC2=O,140.0,6.85
mol_0884,CHEMBL3642655,CN1CCN(c2cc(NCc3cccnc3)n3ncc(Br)c3n2)CC1,140.0,6.85
mol_0885,CHEMBL496569,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)c1ccccc1,140.0,6.85
mol_0886,CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,140.0,6.85
mol_0887,CHEMBL463580,O=C(Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1)c1ccccc1,140.0,6.85
mol_0888,CHEMBL2158864,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(Cl)c(S(=O)(=O)NC)c4)n3)ccn2)cc1,140.0,6.85
mol_0889,CHEMBL457388,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,140.0,6.85
mol_0890,CHEMBL212264,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)[C@H](N)CO)cc2)nn1C(=O)c1c(F)cccc1F,140.0,6.85
mol_0891,CHEMBL454646,CC1CNCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,140.0,6.85
mol_0892,CHEMBL6176478,N[C@H]1CCN(c2c3cc(-c4ccnc(NC(=O)C5CC5)c4)ccc3nc3c2[nH]c2ccccc23)C1,145.0,6.84
mol_0893,CHEMBL6021833,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CC1,143.0,6.84
mol_0894,CHEMBL5775801,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCCCC1,146.0,6.84
mol_0895,CHEMBL4855785,Cc1n[nH]c2ccc(-c3cncc(NC(CO)c4ccccc4)n3)cc12,146.85,6.83
mol_0896,CHEMBL522464,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(CO)c21,149.0,6.83
mol_0897,CHEMBL4461579,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(=S)n4ccnc4)C5)ncc3F)cc2n1C(C)C,147.0,6.83
mol_0898,CHEMBL5775992,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)C,151.0,6.82
mol_0899,CHEMBL1933343,Cc1cnc2nc1-c1cccc(c1)OCC/C=C/CN(C)Cc1cccc(c1)N2,150.0,6.82
mol_0900,CHEMBL73189,Cc1nc2ccccn2c1-c1ccnc(Nc2cccc(Cl)c2)n1,150.0,6.82
mol_0901,CHEMBL3960677,COc1cc(CS(C)(=N)=O)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,150.0,6.82
mol_0902,CHEMBL4864688,O=C(CCCOc1ccc(CC(=O)Nc2cc(C3CCC3)[nH]n2)cc1)NCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,155.0,6.81
mol_0903,CHEMBL1642655,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,154.88,6.81
mol_0904,CHEMBL5537078,CC(C)c1cnn2c(NCc3ccc(NC(=O)C4CCOCC4)cc3)nc(NC3CCOCC3)nc12,156.4,6.81
mol_0905,CHEMBL5859057,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCCCC4)C5)ncc3F)cc2n1C1CC1,154.0,6.81
mol_0906,CHEMBL2011940,Nc1cccc(-c2nc3c(NCCCNC(=O)C4CCC4)c(Br)cnc3[nH]2)c1,155.0,6.81
mol_0907,CHEMBL6012656,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCOCC4)C5)ncc3F)cc2n1C1CC1,154.0,6.81
mol_0908,CHEMBL1809117,N#Cc1cscc1-c1c[nH]c(=O)c2cc(-c3ccncc3)sc12,158.49,6.8
mol_0909,CHEMBL364172,N#C/C=C(/c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1)c1c(F)cccc1F,160.0,6.8
mol_0910,CHEMBL3979266,CCS(=O)(Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1)=NC#N,160.0,6.8
mol_0911,CHEMBL523923,O=C(Nc1cccnc1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,160.0,6.8
mol_0912,CHEMBL3655769,CC[C@H](Nc1nc(NC2CCC2)c2ncn(C(C)C)c2n1)[C@@H](C)O,160.0,6.8
mol_0913,CHEMBL565160,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCOCC4)c3)nc1-2,160.0,6.8
mol_0914,CHEMBL3967588,COc1cc(F)ccc1-c1nc(Nc2cc(Cl)cc(CS(C)(=O)=NC#N)c2)ncc1F,160.0,6.8
mol_0915,CHEMBL2348158,Nc1nccc(-n2cc(C3=CCOCC3)c3cnccc32)n1,160.0,6.8
mol_0916,CHEMBL5432928,O=C(O)c1cc(C(F)(F)F)ccc1NCCc1c[nH]c2cc(Br)ccc12,160.0,6.8
mol_0917,CHEMBL458421,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)Nc1c(F)cccc1F,160.0,6.8
mol_0918,CHEMBL505474,CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(N)C3)s2)o1,158.0,6.8
mol_0919,CHEMBL2348161,Nc1nccc(-n2cc(-c3ccncc3)c3cnccc32)n1,160.0,6.8
mol_0920,CHEMBL5285495,C[C@@H](CO)Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,160.0,6.8
mol_0921,CHEMBL4778541,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1.Cl.Cl,158.0,6.8
mol_0922,CHEMBL4761637,C=CC(=O)Nc1ccc(C(=O)Nc2cccc(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)c2)cc1,162.0,6.79
mol_0923,CHEMBL4876497,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3Cl)cc12,163.95,6.79
mol_0924,CHEMBL4463716,C#CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,167.0,6.78
mol_0925,CHEMBL3673434,COc1cc(F)ccc1-c1ccnc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)c1,168.0,6.78
mol_0926,CHEMBL319831,Nc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)c1,166.0,6.78
mol_0927,CHEMBL324186,O=C(O)c1ccc(C(=O)Nc2cc(C3CC3)[nH]n2)cc1,164.82,6.78
mol_0928,CHEMBL495754,CC(C)(C)c1cnc(CSc2cnc(NCC3CCCCC3)s2)o1,168.0,6.78
mol_0929,CHEMBL5557384,CC(C)N1CCN(C(=O)c2ccnc(Nc3cc(-c4ccc5nnn(C(C)C)c5c4)ccn3)c2)CC1,166.8,6.78
mol_0930,CHEMBL5591731,N#Cc1cnc(NC2CCN(S(=O)(=O)c3ccccn3)CC2)nc1-c1cnn(CC(F)(F)F)c1,167.0,6.78
mol_0931,CHEMBL3959283,CCS(=O)(Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1)=NC#N,170.0,6.77
mol_0932,CHEMBL8817,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,170.0,6.77
mol_0933,CHEMBL3642652,CC(C)(C)c1cc(NCc2ccncc2)n2ncc(Br)c2n1,170.0,6.77
mol_0934,CHEMBL189657,CCn1c(-c2nonc2N)nc2cnccc21,169.0,6.77
mol_0935,CHEMBL404747,O=C(Cc1ccccc1)Nc1n[nH]c2ccc(N3CCCC3=O)cc12,170.0,6.77
mol_0936,CHEMBL192126,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2Cc3ccccc3C2=O)cc1,169.82,6.77
mol_0937,CHEMBL4742169,CC(C)N1c2cc(Nc3nccc(-c4cncc5ccccc45)n3)ccc2N(C)C(=O)[C@H]1C,168.9,6.77
mol_0938,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,170.0,6.77
mol_0939,CHEMBL5542666,CCC(=O)Nc1ccc(CNc2nc(N[C@@H](CC)CO)nc3c(C(C)C)cnn23)cc1,173.4,6.76
mol_0940,CHEMBL5556871,CCC(=O)Nc1ccc(CNc2nc(NC3CCCNC3)nc3c(C(C)C)cnn23)cc1,174.7,6.76
mol_0941,CHEMBL5763252,CN1CCC(OCc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,174.0,6.76
mol_0942,CHEMBL4776271,C=CC(=O)NC1CCN(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1,174.0,6.76
mol_0943,CHEMBL193643,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ccc1C(=O)c1c(F)cccc1F,180.0,6.75
mol_0944,CHEMBL254269,CNCCN(C)C(=O)c1cc(Sc2cnc(Nc3cccc(Br)n3)s2)ccc1C,180.0,6.75
mol_0945,CHEMBL3981911,COc1cc(F)ccc1-c1nc(Nc2cc(Cl)cc(CS(C)(=N)=O)c2)ncc1F,180.0,6.75
mol_0946,CHEMBL233149,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)S1,180.0,6.75
mol_0947,CHEMBL3905910,CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccc(C(F)(F)F)cc4Cl)oc23)[C@@H]1CO,180.0,6.75
mol_0948,CHEMBL3897217,COc1cc(F)ccc1-c1nc(Nc2cc(F)c(F)c(CS(C)(=N)=O)c2)ncc1F,180.0,6.75
mol_0949,CHEMBL559301,Nc1nc(O)c(Cc2nn3c(COc4ccc(Cl)cc4)nnc3s2)s1,180.0,6.75
mol_0950,CHEMBL5558477,CC[C@@H](CO)Nc1nc(NCc2ccc(NC(=O)C3(F)CC3)cc2)n2ncc(C(C)C)c2n1,175.7,6.75
mol_0951,CHEMBL3905335,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=N)=O)cc(C(F)(F)F)c2)ncc1F,180.0,6.75
mol_0952,CHEMBL1081831,N[C@H](CNc1ncc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,185.0,6.73
mol_0953,CHEMBL4793573,C=CC(=O)NC1CCC(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1,185.0,6.73
mol_0954,CHEMBL3972676,CN1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,187.0,6.73
mol_0955,CHEMBL2011934,COc1ccc(-c2nc3c(NCCCN(C)C(=O)C4CCC4)c(Br)cnc3[nH]2)cc1,187.0,6.73
mol_0956,CHEMBL5512555,CC(=O)N1CCC(C(=O)Nc2ccc(CNc3nc(NC4CCOCC4)nc4c(C(C)C)cnn34)cc2)CC1,187.6,6.73
mol_0957,CHEMBL1823630,N[C@H](CNc1nnc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,190.0,6.72
mol_0958,CHEMBL5411187,COc1ccc(Cc2nnc(N3CCN(C(=S)Nc4cccc(Cl)c4)CC3)c3ccccc23)cc1,188.71,6.72
mol_0959,CHEMBL292864,O=C1Nc2ccc(Br)cc2/C1=C/c1[nH]cc2c1CCOC2=O,190.0,6.72
mol_0960,CHEMBL4161364,N=c1[nH]c(=O)[nH]c2c1cnn2-c1ccc(S(N)(=O)=O)cc1,190.0,6.72
mol_0961,CHEMBL5284748,NC[C@@H](CNc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)c1ccccc1,190.0,6.72
mol_0962,CHEMBL392775,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Cl)c3)c(O)c(=O)c2c1,190.0,6.72
mol_0963,CHEMBL5415967,O=C(Nc1ccc(N2CCNCC2)cc1)c1n[nH]cc1Nc1cc(C2CC2)ncn1,193.21,6.71
mol_0964,CHEMBL5759958,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCCC1,193.0,6.71
mol_0965,CHEMBL419720,CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(N(CCCC(F)(F)F)c3ccccc3)n2)cc1,200.0,6.7
mol_0966,CHEMBL1080892,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4C(F)(F)F)s3)cc12,198.0,6.7
mol_0967,CHEMBL84436,CC(C)n1cnc2c(NCc3ccccc3)nc(NC[C@@H](C)O)nc21,200.0,6.7
mol_0968,CHEMBL402910,CCN(CC)c1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1,200.0,6.7
mol_0969,CHEMBL1630118,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,200.0,6.7
mol_0970,CHEMBL510566,C[C@@H]1CNC[C@@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,200.0,6.7
mol_0971,CHEMBL1922123,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,200.0,6.7
mol_0972,CHEMBL3895782,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(C5CCC5)CC4)cn3)nc12,202.0,6.7
mol_0973,CHEMBL3937866,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=O)=NC#N)cc(C(F)(F)F)c2)ncc1F,200.0,6.7
mol_0974,CHEMBL2035046,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,200.0,6.7
mol_0975,CHEMBL430703,CC(C)c1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,199.99,6.7
mol_0976,CHEMBL1800459,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCNCC2)n1,200.0,6.7
mol_0977,CHEMBL1809113,N#Cc1ccc(F)c(-c2c[nH]c(=O)c3cc(-c4ccncc4)sc23)c1,199.53,6.7
mol_0978,CHEMBL312018,O=C1Nc2ccc(F)c3ccc(-c4ccc[nH]4)c1c23,204.0,6.69
mol_0979,CHEMBL3943554,CC(C)C1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CCN1,204.0,6.69
mol_0980,CHEMBL3942483,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(CC5CC5)CC4)cn3)nc12,203.0,6.69
mol_0981,CHEMBL72461,Cc1nc2ccccn2c1-c1ccnc(Nc2ccccc2)n1,210.0,6.68
mol_0982,CHEMBL5555560,CCC(=O)Nc1ccc(CNc2nc(NC(CO)CO)nc3c(C(C)C)cnn23)cc1,206.7,6.68
mol_0983,CHEMBL5774696,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N)C5)ncc3F)cc2n1C1CC1,207.0,6.68
mol_0984,CHEMBL6038282,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4)C5)ncc3F)cc2n1C1CC1,212.0,6.67
mol_0985,CHEMBL5555057,CC(=O)Nc1ccc(CNc2nc(NC3CCCNC3)nc3c(C(C)C)cnn23)cc1,214.4,6.67
mol_0986,CHEMBL365046,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=S)c1ccccc1,214.0,6.67
mol_0987,CHEMBL6014795,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CCCN4)C5)ncc3F)cc2n1C1CC1,212.0,6.67
mol_0988,CHEMBL5419652,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,220.0,6.66
mol_0989,CHEMBL3917892,CCS(=N)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,220.0,6.66
mol_0990,CHEMBL563366,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N(C)C)c3)nc1-2,220.0,6.66
mol_0991,CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,220.0,6.66
mol_0992,CHEMBL102636,COc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,220.0,6.66
mol_0993,CHEMBL482211,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncc(C(C)C)n2n1,220.0,6.66
mol_0994,CHEMBL4077967,CN(C)Cc1ccc2ccc(Cl)c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c2c1,220.0,6.66
mol_0995,CHEMBL3962241,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,220.0,6.66
mol_0996,CHEMBL3944304,COc1cc(F)ccc1-c1nc(Nc2cccc(CS(=O)(=NC#N)C3CC3)c2)ncc1F,220.0,6.66
mol_0997,CHEMBL1922120,CCC(O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,220.0,6.66
mol_0998,CHEMBL3953160,COc1cc(F)ccc1-c1nc(Nc2cc(C)cc(CS(C)(=O)=NC#N)c2)ncc1F,220.0,6.66
mol_0999,CHEMBL112442,CCCC(=O)Nc1cc(C2CC2)[nH]n1,223.87,6.65
mol_1000,CHEMBL2035049,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,230.0,6.64
mol_1001,CHEMBL365847,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,230.0,6.64
mol_1002,CHEMBL3912866,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=N)=O)cc(C(F)(F)C(F)(F)F)c2)ncc1F,230.0,6.64
mol_1003,CHEMBL251796,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@@H](C)N)CC1,230.0,6.64
mol_1004,CHEMBL516003,O=C(Nc1ccccc1F)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,230.0,6.64
mol_1005,CHEMBL519715,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC,230.0,6.64
mol_1006,CHEMBL496162,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1,230.0,6.64
mol_1007,CHEMBL4756595,COc1cc(F)ccc1-c1cc(Nc2cc(CS(C)(=N)=O)ccn2)ncc1F,231.0,6.64
mol_1008,CHEMBL5175160,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@H]2CCC[C@@H]2C)C(=O)C32CC2)cc1,230.0,6.64
mol_1009,CHEMBL524629,CC(C)(C)c1cnc(CSc2cnc(NCC3CCNCC3)s2)o1,229.0,6.64
