mol_id,chembl_id,exp_ic50_nM,exp_pIC50,pred_IC50_uM,pred_pIC50,p_bind
mol_0607,CHEMBL3648079,49.0,7.31,0.0024371850420579124,8.61311149597168,0.8018814325332642
mol_0608,CHEMBL3655771,50.0,7.3,0.016792479329739464,7.774885177612305,0.9377559423446655
mol_0609,CHEMBL3655767,50.0,7.3,0.006793688603368205,8.16789436340332,0.947942852973938
mol_0610,CHEMBL570002,50.0,7.3,0.3280384054280277,6.484075307846069,0.6654356718063354
mol_0611,CHEMBL5799961,50.3,7.3,0.002196595780198998,8.658249855041504,0.7316171526908875
mol_0613,CHEMBL419753,50.0,7.3,1.6663875360997806,5.778223991394043,0.47884342074394226
mol_0614,CHEMBL1800451,50.0,7.3,29.448798033189572,4.530932426452637,0.1644834280014038
mol_0615,CHEMBL79049,50.0,7.3,1.7533922386119867,5.756120920181274,0.18228766322135925
mol_0616,CHEMBL513354,50.0,7.3,0.007143317533724175,8.146100044250488,0.9115258455276489
mol_0617,CHEMBL3655773,50.0,7.3,0.03757794721694568,7.425066947937012,0.926639199256897
mol_0618,CHEMBL379495,50.0,7.3,0.007478296186598345,8.126197338104248,0.8127360343933105
mol_0619,CHEMBL3648086,51.0,7.29,0.0027903040613447556,8.554348468780518,0.8929303884506226
mol_0620,CHEMBL5499697,51.0,7.29,0.017402687497233903,7.759383678436279,0.484347939491272
mol_0621,CHEMBL4552628,51.0,7.29,0.04600980365600198,7.337149620056152,0.19830507040023804
mol_0622,CHEMBL4208172,51.1,7.29,0.005144416658310439,8.288663864135742,0.6518573760986328
mol_0623,CHEMBL2426382,52.0,7.28,2.546316588140391,5.594087600708008,0.3518606722354889
mol_0624,CHEMBL363069,52.0,7.28,0.007506042751047442,8.124588966369629,0.4387176036834717
mol_0625,CHEMBL3301610,52.2,7.28,0.003891119236383091,8.40992546081543,0.6751989722251892
mol_0626,CHEMBL1080569,53.0,7.28,0.0982919493416205,7.007482051849365,0.20830756425857544
mol_0627,CHEMBL4863726,52.86,7.28,0.04601020779248158,7.337145805358887,0.6272146701812744
mol_0628,CHEMBL5172659,53.0,7.28,2.6230916624255474,5.581186532974243,0.2739301919937134
mol_0629,CHEMBL5556607,52.0,7.28,0.005440031634322118,8.264398574829102,0.9487841129302979
mol_0630,CHEMBL189350,53.0,7.28,0.02381685762226702,7.623115539550781,0.42928946018218994
mol_0631,CHEMBL522891,52.0,7.28,0.06672738474909633,7.175695896148682,0.792137861251831
mol_0632,CHEMBL1800456,52.0,7.28,23.46438901929329,4.629590749740601,0.08669737726449966
mol_0633,CHEMBL3648081,54.0,7.27,0.002722961040584025,8.564958572387695,0.8440520763397217
mol_0634,CHEMBL5976683,54.1,7.27,0.001754706646770602,8.7557954788208,0.7635490298271179
mol_0636,CHEMBL271822,54.0,7.27,0.03482029507068066,7.458167552947998,0.7154134511947632
mol_0637,CHEMBL83499,54.0,7.27,0.04736644916842662,7.32452917098999,0.7198185324668884
mol_0638,CHEMBL4466497,54.9,7.26,0.0005149400919619204,9.288243293762207,0.7851572632789612
mol_0639,CHEMBL549675,55.0,7.26,0.09146768969192973,7.038732290267944,0.7736684083938599
mol_0640,CHEMBL6043427,55.2,7.26,0.0021908897207214093,8.659379482269287,0.6496803760528564
mol_0641,CHEMBL1081830,55.3,7.26,0.022100850608370002,7.655591011047363,0.2986880838871002
mol_0642,CHEMBL2163999,55.0,7.26,0.2862812016152986,6.543207168579102,0.611713171005249
mol_0644,CHEMBL4860265,56.13,7.25,0.03275361696563008,7.484740734100342,0.47245463728904724
mol_0645,CHEMBL2426399,56.0,7.25,2.2344551323366337,5.6508283615112305,0.36416149139404297
mol_0646,CHEMBL519422,56.0,7.25,0.007918597382562467,8.101351737976074,0.9057608842849731
mol_0647,CHEMBL232556,56.0,7.25,1.6139994602947556,5.7920966148376465,0.299602746963501
mol_0648,CHEMBL115933,55.98,7.25,0.2234552041296315,6.6508095264434814,0.7012527585029602
mol_0649,CHEMBL4453997,57.0,7.24,1.1659936009486378,5.9333038330078125,0.5091836452484131
mol_0650,CHEMBL1080891,57.0,7.24,0.011595285961512781,7.935718536376953,0.5655131340026855
mol_0651,CHEMBL5784667,57.9,7.24,0.002130357979037005,8.671547412872314,0.7613149881362915
mol_0652,CHEMBL2426389,58.0,7.24,1.9732418636640718,5.704819679260254,0.36490070819854736
mol_0653,CHEMBL5772567,59.3,7.23,0.0006666865298385062,9.17607831954956,0.7127882242202759
mol_0654,CHEMBL4643057,58.8,7.23,0.012523600523481629,7.902270793914795,0.6640720963478088
mol_0655,CHEMBL2426388,59.0,7.23,1.5736183601588516,5.8031005859375,0.29317355155944824
mol_0656,CHEMBL5952782,58.9,7.23,0.0013407327689111065,8.872657775878906,0.7739486694335938
mol_0657,CHEMBL361348,59.0,7.23,0.008067336549435242,8.09326982498169,0.8922230005264282
mol_0658,CHEMBL560301,59.0,7.23,0.4522554668503851,6.344616174697876,0.7628536224365234
mol_0659,CHEMBL564470,59.0,7.23,0.08151436324853509,7.088765859603882,0.6226121187210083
mol_0660,CHEMBL1800465,60.0,7.22,4.578414445401802,5.339284896850586,0.11601543426513672
mol_0661,CHEMBL5805137,60.4,7.22,0.003317985626073227,8.479125499725342,0.6754713654518127
mol_0662,CHEMBL480442,60.0,7.22,0.027142212630678356,7.566354751586914,0.7531248927116394
mol_0663,CHEMBL2348155,60.0,7.22,0.09051197617059205,7.0432939529418945,0.5345126390457153
mol_0664,CHEMBL407981,60.0,7.22,1.4465752302871815,5.839658975601196,0.3582526445388794
mol_0665,CHEMBL5845923,60.2,7.22,0.0005722709993539781,9.242398262023926,0.6675102710723877
mol_0667,CHEMBL3298823,60.0,7.22,0.4110155216647867,6.386141777038574,0.199075385928154
mol_0668,CHEMBL453651,62.0,7.21,0.021973097801953938,7.658108711242676,0.9016635417938232
mol_0669,CHEMBL5888813,62.4,7.21,0.0018637090443427327,8.729621887207031,0.6345489621162415
mol_0671,CHEMBL181293,61.0,7.21,0.022211609446425293,7.6534199714660645,0.821386456489563
mol_0672,CHEMBL408019,62.0,7.21,1.3500367256506844,5.869654417037964,0.5961311459541321
mol_0673,CHEMBL379193,62.0,7.21,0.011518619002806487,7.938599586486816,0.920758843421936
mol_0674,CHEMBL321939,61.6,7.21,0.15427544041816574,6.811703205108643,0.39843469858169556
mol_0675,CHEMBL5853767,62.4,7.21,0.0007499139700515034,9.124988555908203,0.7270105481147766
mol_0676,CHEMBL79848,62.0,7.21,0.030053745036682882,7.522101402282715,0.7245347499847412
mol_0677,CHEMBL5811976,62.4,7.21,0.0007479199435314848,9.126144886016846,0.776706337928772
mol_0678,CHEMBL3952214,63.1,7.2,0.0970646345404571,7.012938976287842,0.614649772644043
mol_0679,CHEMBL3822989,63.0,7.2,0.01092899979041315,7.961419582366943,0.7040916085243225
mol_0680,CHEMBL2426385,63.0,7.2,2.897505118883337,5.537975788116455,0.3538033366203308
mol_0681,CHEMBL3648097,63.0,7.2,0.0030881366007399357,8.510303497314453,0.9231284856796265
mol_0682,CHEMBL365608,63.0,7.2,0.024867344217997522,7.604370594024658,0.33729615807533264
mol_0683,CHEMBL3642649,64.0,7.19,0.007529038223085588,8.123260498046875,0.921414852142334
mol_0684,CHEMBL5977920,64.1,7.19,0.0013944286752198682,8.855603694915771,0.6891170144081116
mol_0685,CHEMBL82768,65.0,7.19,0.020332658219215736,7.691805839538574,0.603913426399231
mol_0686,CHEMBL299032,64.0,7.19,0.13141630264993623,6.881350755691528,0.42202267050743103
mol_0687,CHEMBL5941223,65.5,7.18,0.0011835910060123678,8.926798343658447,0.6599084734916687
mol_0688,CHEMBL5786556,65.5,7.18,0.0006152937833009795,9.210917472839355,0.7320195436477661
mol_0689,CHEMBL184115,68.0,7.17,0.08134341996903777,7.089677572250366,0.3552900552749634
mol_0690,CHEMBL115994,67.0,7.17,0.732238222732777,6.135347604751587,0.7073390483856201
mol_0691,CHEMBL4856767,67.44,7.17,0.07319380026538051,7.135525703430176,0.4346714913845062
mol_0692,CHEMBL6002613,67.0,7.17,0.0007413898151343799,9.129953384399414,0.6947751641273499
mol_0693,CHEMBL458547,68.0,7.17,0.05509567110041613,7.258882522583008,0.8662989139556885
mol_0694,CHEMBL1800452,68.0,7.17,6.873282014120136,5.1628358364105225,0.058574043214321136
mol_0695,CHEMBL60990,68.0,7.17,0.21602268470212663,6.665500640869141,0.5789892673492432
mol_0696,CHEMBL58139,68.0,7.17,0.01571511895455697,7.803682327270508,0.6096022129058838
mol_0697,CHEMBL296468,67.1,7.17,0.0054581477550923905,8.262954711914062,0.906814694404602
mol_0698,CHEMBL325606,68.08,7.17,0.6544442694498486,6.184127330780029,0.6064268350601196
mol_0699,CHEMBL1922212,70.0,7.16,0.05037689628664119,7.297768592834473,0.9360694885253906
mol_0700,CHEMBL4215914,70.0,7.16,0.022849976885062837,7.641114234924316,0.7926406860351562
mol_0701,CHEMBL2011932,70.0,7.16,0.025665003941684354,7.590658664703369,0.708986222743988
mol_0702,CHEMBL2426398,69.0,7.16,3.548887401190926,5.4499077796936035,0.3662967085838318
mol_0703,CHEMBL3298983,69.0,7.16,0.34348950125892624,6.464086532592773,0.5754070281982422
mol_0704,CHEMBL1080912,70.0,7.16,0.005527113689114277,8.257501602172852,0.6421253681182861
mol_0705,CHEMBL3298312,71.0,7.15,0.1662108061801421,6.779340744018555,0.3678708076477051
mol_0706,CHEMBL209280,71.0,7.15,0.006190790956811164,8.208253860473633,0.87645423412323
mol_0707,CHEMBL2426381,71.0,7.15,2.7408139898201775,5.56212043762207,0.4044297933578491
mol_0708,CHEMBL5532052,71.53,7.15,0.015423225253082958,7.811824798583984,0.8622264862060547
mol_0709,CHEMBL5915046,70.3,7.15,0.001943099606311178,8.711504936218262,0.7293581962585449
mol_0710,CHEMBL1087281,72.0,7.14,0.0576442530204166,7.239243984222412,0.4059617221355438
mol_0711,CHEMBL5983466,73.1,7.14,0.0009901855215526402,9.004283428192139,0.748551070690155
mol_0712,CHEMBL82251,72.0,7.14,0.05441560918540581,7.264276504516602,0.7074277997016907
mol_0713,CHEMBL3973367,73.0,7.14,0.009127341806596533,8.039655685424805,0.41231200098991394
mol_0714,CHEMBL5781074,72.1,7.14,0.001840296540690219,8.735112190246582,0.813086986541748
mol_0715,CHEMBL1080740,72.0,7.14,0.022381701178410353,7.650106906890869,0.3793056607246399
mol_0716,CHEMBL5972036,74.9,7.13,0.002571701883951945,8.589779376983643,0.6888564825057983
mol_0717,CHEMBL271842,74.0,7.13,0.004177645892750803,8.379068374633789,0.9510904550552368
mol_0718,CHEMBL1081439,74.0,7.13,0.01988957344192972,7.701374530792236,0.5856485366821289
mol_0719,CHEMBL324577,73.96,7.13,0.39004739528239446,6.4088826179504395,0.8464090824127197
mol_0720,CHEMBL538195,74.0,7.13,0.05707349137703868,7.243565559387207,0.7261179685592651
mol_0721,CHEMBL5596897,75.6,7.12,0.03455650984145672,7.461470127105713,0.046983662992715836
mol_0722,CHEMBL392776,75.0,7.12,0.05759187190566008,7.239638805389404,0.37439343333244324
mol_0723,CHEMBL271594,75.0,7.12,1.0675412998317955,5.971615314483643,0.5368645191192627
mol_0725,CHEMBL2426380,75.0,7.12,2.7178504705211575,5.565774440765381,0.34788215160369873
mol_0726,CHEMBL336242,78.0,7.11,0.0686905723057682,7.163102865219116,0.24241317808628082
mol_0727,CHEMBL3648091,78.0,7.11,0.0029976234444476385,8.523222923278809,0.8444855213165283
mol_0728,CHEMBL2035042,77.0,7.11,0.012448515631106964,7.904882431030273,0.6966267228126526
mol_0729,CHEMBL1809191,78.0,7.11,0.016869613815066957,7.772894859313965,0.7768256664276123
mol_0730,CHEMBL4463874,78.2,7.11,0.0012461753239085803,8.904420852661133,0.753555417060852
mol_0731,CHEMBL310755,77.0,7.11,0.0830733049774907,7.080538511276245,0.6965461373329163
mol_0732,CHEMBL1081438,79.0,7.1,0.003472648753644462,8.459339141845703,0.6453814506530762
mol_0733,CHEMBL5817708,79.9,7.1,0.0008069506952794816,9.09315299987793,0.8217946887016296
mol_0734,CHEMBL5590319,80.2,7.1,0.3264465364203175,6.486187934875488,0.06453079730272293
mol_0735,CHEMBL5888788,79.4,7.1,0.006174431288289547,8.209403038024902,0.7470719814300537
mol_0736,CHEMBL365341,79.98,7.1,0.5458663161748962,6.262913703918457,0.711184024810791
mol_0737,CHEMBL419931,80.0,7.1,0.1600520727914942,6.795738697052002,0.8176270723342896
mol_0738,CHEMBL380500,80.0,7.1,0.39303343134692303,6.4055705070495605,0.2609705924987793
mol_0739,CHEMBL6147673,79.4,7.1,0.018209129820997427,7.739710807800293,0.7910789251327515
mol_0740,CHEMBL3354188,80.0,7.1,0.012452452622839937,7.904745101928711,0.8853704929351807
mol_0741,CHEMBL507142,81.0,7.09,0.017528349958870305,7.756258964538574,0.7784388065338135
mol_0742,CHEMBL559639,81.0,7.09,0.32847125784959147,6.483502626419067,0.5270015597343445
mol_0743,CHEMBL59110,82.0,7.09,0.15804890959071163,6.80120849609375,0.6526075601577759
mol_0744,CHEMBL5505838,81.98,7.09,0.016425585483569562,7.784479141235352,0.8556759357452393
mol_0745,CHEMBL2035043,83.0,7.08,0.016439658500851027,7.784107208251953,0.7303652167320251
mol_0746,CHEMBL2113092,84.0,7.08,0.0021927981170151616,8.659001350402832,0.9051366448402405
mol_0747,CHEMBL5279564,83.0,7.08,0.01582267053523161,7.80072021484375,0.7259320616722107
mol_0748,CHEMBL5181709,84.0,7.08,0.0024505476581735985,8.610736846923828,0.8449440002441406
mol_0749,CHEMBL550964,83.0,7.08,0.39920419553983727,6.3988049030303955,0.7203390002250671
mol_0750,CHEMBL323392,83.0,7.08,1.0497496515109346,5.978914260864258,0.6196755170822144
mol_0751,CHEMBL483590,83.0,7.08,0.018554604033401607,7.731548309326172,0.8665973544120789
mol_0752,CHEMBL366230,83.95,7.08,1.1544542784597311,5.9376232624053955,0.7269166707992554
mol_0753,CHEMBL6019056,84.3,7.07,0.0012882853093355148,8.88998794555664,0.7548675537109375
mol_0754,CHEMBL115264,84.92,7.07,2.570183224436794,5.590035915374756,0.678852915763855
mol_0755,CHEMBL6176188,87.9,7.06,0.056021523056124005,7.251645088195801,0.22434350848197937
mol_0756,CHEMBL5200108,87.0,7.06,0.038127997089612925,7.418756008148193,0.6804393529891968
mol_0757,CHEMBL232557,87.0,7.06,0.1866019696323719,6.729083776473999,0.4193131923675537
mol_0758,CHEMBL5943083,87.6,7.06,0.004439909860742043,8.352625846862793,0.4551413059234619
mol_0759,CHEMBL5397283,87.0,7.06,0.0045312154663638615,8.343785285949707,0.709113597869873
mol_0760,CHEMBL301639,88.0,7.06,0.14280947508730768,6.845242977142334,0.6281533241271973
mol_0761,CHEMBL2322701,88.0,7.06,0.0015576096516639513,8.807541370391846,0.9618678689002991
mol_0762,CHEMBL5419439,88.0,7.06,0.006353880958341101,8.196960926055908,0.7834489345550537
mol_0763,CHEMBL1800457,90.0,7.05,8.892365115928946,5.050982713699341,0.06844667345285416
mol_0764,CHEMBL4294760,90.0,7.05,0.004016056554398489,8.396200180053711,0.895071268081665
mol_0765,CHEMBL3354185,90.0,7.05,0.13226841405720982,6.878543853759766,0.7734204530715942
mol_0766,CHEMBL112136,89.95,7.05,1.1136534547571209,5.953249931335449,0.6091318726539612
mol_0767,CHEMBL1922218,90.0,7.05,0.013759653642228538,7.861392498016357,0.9409667253494263
mol_0768,CHEMBL463579,90.0,7.05,0.7088217930902745,6.149462938308716,0.6580001711845398
mol_0769,CHEMBL2386747,88.8,7.05,0.004176306738388999,8.379207611083984,0.4792823791503906
mol_0770,CHEMBL3655777,90.0,7.05,0.011639470596381716,7.9340667724609375,0.9332781434059143
mol_0771,CHEMBL5970937,89.7,7.05,0.0016628436693346255,8.779148578643799,0.5786089897155762
mol_0772,CHEMBL6169985,89.6,7.05,2.913065323817288,5.53564977645874,0.3780641555786133
mol_0773,CHEMBL5831789,92.3,7.04,0.004091492250539651,8.388118267059326,0.794739842414856
mol_0774,CHEMBL5884004,91.0,7.04,0.003907546576590232,8.408095836639404,0.670345664024353
mol_0775,CHEMBL4761001,92.3,7.04,0.0039037686299322216,8.408515930175781,0.8124457597732544
mol_0776,CHEMBL180714,92.0,7.04,0.034103485449476084,7.467201232910156,0.6661069393157959
mol_0777,CHEMBL360596,91.0,7.04,0.023834672371985968,7.622790813446045,0.39222535490989685
mol_0778,CHEMBL3354189,93.0,7.03,0.0025071918353472005,8.600812435150146,0.9287958145141602
mol_0779,CHEMBL5789562,93.7,7.03,0.0025366393663520796,8.595741271972656,0.6639047861099243
mol_0780,CHEMBL3644029,94.0,7.03,0.02153848919358227,7.666784763336182,0.8192996382713318
mol_0781,CHEMBL1081104,93.0,7.03,0.19721675538905545,6.705056190490723,0.11646807193756104
mol_0782,CHEMBL411696,93.0,7.03,0.0012444060677080262,8.905037879943848,0.9401358366012573
mol_0783,CHEMBL5802135,93.5,7.03,0.0034098093911021487,8.467269897460938,0.8798667788505554
mol_0784,CHEMBL5874515,93.4,7.03,0.0030314429452978383,8.518350601196289,0.6584354639053345
mol_0785,CHEMBL508506,95.0,7.02,0.006051987490996358,8.218101978302002,0.867215633392334
mol_0786,CHEMBL364631,95.0,7.02,0.07032759542220185,7.152874231338501,0.14931553602218628
mol_0787,CHEMBL5401158,98.31,7.01,0.39014055202198306,6.40877890586853,0.7075586915016174
mol_0788,CHEMBL5290362,97.0,7.01,0.020228314701475875,7.694040298461914,0.5832368731498718
mol_0789,CHEMBL4303287,96.9,7.01,0.0033544949022930723,8.474372863769531,0.7749589681625366
mol_0790,CHEMBL5439308,100.0,7.0,0.033742352181483234,7.471824645996094,0.3462215065956116
mol_0791,CHEMBL3655764,100.0,7.0,0.007353170368843628,8.133525371551514,0.8988319039344788
mol_0792,CHEMBL5070887,99.4,7.0,0.024435862235373442,7.611972332000732,0.3400011956691742
mol_0793,CHEMBL5179286,100.0,7.0,0.060636337779188365,7.217267036437988,0.8681609630584717
mol_0794,CHEMBL2203628,100.0,7.0,0.1391719865649542,6.856448173522949,0.7538472414016724
mol_0795,CHEMBL2348160,100.0,7.0,0.044337864195281886,7.353225231170654,0.5751780867576599
mol_0796,CHEMBL2158859,100.0,7.0,0.06236055246970727,7.205090045928955,0.7459421157836914
mol_0797,CHEMBL5209174,100.0,7.0,0.3600360096099917,6.4436540603637695,0.7030594944953918
mol_0798,CHEMBL495545,100.0,7.0,0.016210518476185785,7.790203094482422,0.7917774319648743
mol_0799,CHEMBL5192247,100.0,7.0,0.07025308214688526,7.153334617614746,0.680670440196991
mol_0800,CHEMBL5170812,100.0,7.0,0.061704666904459894,7.209681987762451,0.7405269145965576
mol_0801,CHEMBL5179057,100.0,7.0,0.11660083234813826,6.933298349380493,0.5235574841499329
mol_0802,CHEMBL5173190,100.0,7.0,0.09806487761649066,7.00848650932312,0.8571908473968506
mol_0803,CHEMBL5187579,100.0,7.0,0.2853960199105906,6.5445520877838135,0.3173099458217621
mol_0804,CHEMBL5195597,102.0,6.99,0.003923513367203095,8.406324863433838,0.9481443166732788
mol_0805,CHEMBL185854,102.0,6.99,0.04360012590359299,7.3605122566223145,0.43448999524116516
mol_0806,CHEMBL5431565,102.6,6.99,0.14434766446807207,6.840590238571167,0.05721056088805199
mol_0807,CHEMBL5542924,101.6,6.99,0.015911868881131743,7.79827880859375,0.8574243783950806
mol_0808,CHEMBL474619,102.0,6.99,0.8256241334763091,6.083217620849609,0.1897461712360382
mol_0809,CHEMBL1088613,104.0,6.98,0.008459046922784525,8.072678565979004,0.5462301969528198
mol_0810,CHEMBL3298308,104.0,6.98,0.09989860011304352,7.00044059753418,0.5097591876983643
mol_0811,CHEMBL4781539,108.0,6.97,0.01114074158435812,7.953085899353027,0.8358299732208252
mol_0812,CHEMBL1922209,110.0,6.96,0.03651047702009508,7.437582492828369,0.8902443647384644
mol_0813,CHEMBL497477,110.0,6.96,0.027798063922112867,7.555985450744629,0.782357931137085
mol_0814,CHEMBL5751375,109.0,6.96,0.004524215958617612,8.344456672668457,0.8136040568351746
mol_0815,CHEMBL258805,110.0,6.96,0.6874168793986899,6.162779808044434,0.45482492446899414
mol_0816,CHEMBL2158862,110.0,6.96,0.05727097415120904,7.2420654296875,0.5697965621948242
mol_0817,CHEMBL5774473,110.0,6.96,0.0020138874094708793,8.695964813232422,0.6845670938491821
mol_0818,CHEMBL14619,110.0,6.96,13.765788664121505,4.861198902130127,0.41583195328712463
mol_0819,CHEMBL2348156,110.0,6.96,0.07597493007954056,7.1193296909332275,0.6364330053329468
mol_0820,CHEMBL5760424,110.0,6.96,0.0012061937775927878,8.918582916259766,0.6657163500785828
mol_0821,CHEMBL3946675,110.0,6.96,0.012494908877430592,7.903266906738281,0.6375031471252441
mol_0822,CHEMBL497854,110.0,6.96,0.024753994297589395,7.606354713439941,0.7315461039543152
mol_0823,CHEMBL2207208,110.0,6.96,0.3017091689563114,6.520411491394043,0.6979777216911316
mol_0824,CHEMBL5438882,108.4,6.96,0.5540246414444567,6.2564709186553955,0.07660288363695145
mol_0825,CHEMBL6171172,108.3,6.96,0.8013006236072325,6.096204519271851,0.16036607325077057
mol_0826,CHEMBL6152017,112.3,6.95,0.0262332063598207,7.581148624420166,0.8282791376113892
mol_0827,CHEMBL3822619,113.0,6.95,0.007820134556369212,8.106785774230957,0.7188693284988403
mol_0828,CHEMBL5562769,112.0,6.95,0.000567623994038765,9.245939254760742,0.9595300555229187
mol_0829,CHEMBL5424761,114.62,6.94,0.9840489897410181,6.006983280181885,0.0635678693652153
mol_0830,CHEMBL2036792,114.0,6.94,0.23829818429184102,6.622879266738892,0.3825594484806061
mol_0831,CHEMBL4453095,116.0,6.94,0.00306418352752259,8.51368522644043,0.48292678594589233
mol_0832,CHEMBL5537062,115.2,6.94,0.01953703909577164,7.709141254425049,0.8415389657020569
mol_0833,CHEMBL378420,118.0,6.93,0.005274129663188104,8.277849197387695,0.8919142484664917
mol_0834,CHEMBL1081105,117.0,6.93,0.06917567770288763,7.160046577453613,0.15716694295406342
mol_0835,CHEMBL5841163,117.0,6.93,0.0012123065231684881,8.916387557983398,0.6958648562431335
mol_0836,CHEMBL4525034,117.0,6.93,0.0015160937288230551,8.819273948669434,0.7102600336074829
mol_0837,CHEMBL5976175,117.0,6.93,0.0010889723896881217,8.962983131408691,0.7245094776153564
mol_0838,CHEMBL6064669,120.0,6.92,0.0047384394767499656,8.32436466217041,0.6246190071105957
mol_0840,CHEMBL186800,121.0,6.92,0.09103312018716751,7.04080057144165,0.34283047914505005
mol_0841,CHEMBL378248,120.0,6.92,0.005546019106039014,8.25601863861084,0.8145959377288818
mol_0842,CHEMBL202695,120.0,6.92,0.009874387672507605,8.005489826202393,0.822769820690155
mol_0843,CHEMBL5287079,120.0,6.92,0.024333187214073643,7.613801002502441,0.6365203857421875
mol_0844,CHEMBL525194,120.0,6.92,0.013114956581436795,7.882233142852783,0.8925313949584961
mol_0846,CHEMBL322568,120.0,6.92,0.6046292231691407,6.218510866165161,0.6850013732910156
mol_0847,CHEMBL3655765,120.0,6.92,0.006741652236462437,8.171233654022217,0.9276777505874634
mol_0848,CHEMBL3919796,120.0,6.92,0.011518682237787093,7.938597202301025,0.4291655123233795
mol_0849,CHEMBL189136,122.0,6.91,0.022537203606358202,7.64709997177124,0.48373475670814514
mol_0850,CHEMBL5870326,122.0,6.91,0.002067885488042679,8.684473514556885,0.7175966501235962
mol_0851,CHEMBL83443,124.0,6.91,0.05331355406321044,7.273162364959717,0.6443817615509033
mol_0852,CHEMBL3967592,124.0,6.91,0.01373198939871935,7.862266540527344,0.6717324256896973
mol_0853,CHEMBL245336,123.0,6.91,0.004432671762049536,8.353334426879883,0.932523787021637
mol_0854,CHEMBL4744627,124.0,6.91,0.01153408396203067,7.938016891479492,0.762056827545166
mol_0855,CHEMBL5870086,124.0,6.91,0.009660670863684058,8.014992713928223,0.7858442068099976
mol_0856,CHEMBL6033665,126.0,6.9,0.062182171743627064,7.206334114074707,0.733098030090332
mol_0857,CHEMBL5900559,126.0,6.9,0.017433037410431045,7.758626937866211,0.7057017087936401
mol_0858,CHEMBL4746993,126.0,6.9,0.02567413559416066,7.590504169464111,0.6913702487945557
mol_0859,CHEMBL5900599,126.0,6.9,0.004906653704899889,8.30921459197998,0.7615315914154053
mol_0860,CHEMBL312273,127.0,6.9,0.10744827689120538,6.9688005447387695,0.6576074361801147
mol_0861,CHEMBL5542804,124.7,6.9,0.02477680785835298,7.605954647064209,0.8514304757118225
mol_0862,CHEMBL5879318,129.0,6.89,0.0018389129715889615,8.735438823699951,0.7942869663238525
mol_0863,CHEMBL3934141,130.0,6.89,0.006490124057724867,8.18774700164795,0.6471755504608154
mol_0864,CHEMBL3648080,130.0,6.89,0.005786276684484362,8.237600803375244,0.7419615983963013
mol_0865,CHEMBL6169949,129.3,6.89,3.470095101664107,5.459658622741699,0.11894958466291428
mol_0866,CHEMBL5956369,128.0,6.89,0.0029279470922421997,8.53343677520752,0.7778459787368774
mol_0867,CHEMBL2011927,133.0,6.88,0.003996096183959646,8.398364067077637,0.8649307489395142
mol_0868,CHEMBL3823278,135.0,6.87,0.018229954289164844,7.7392144203186035,0.6938006281852722
mol_0869,CHEMBL5925248,135.0,6.87,0.004065479597292618,8.390888214111328,0.5859757661819458
mol_0870,CHEMBL1081437,135.0,6.87,0.004613935933990381,8.335928440093994,0.4754764437675476
mol_0871,CHEMBL5435746,135.01,6.87,0.19142383458736015,6.718003988265991,0.5260531306266785
mol_0872,CHEMBL6166339,136.4,6.87,0.5396242112223708,6.267908573150635,0.15598464012145996
mol_0873,CHEMBL2011926,135.0,6.87,0.009458182001401399,8.024192333221436,0.7307044267654419
mol_0874,CHEMBL5561839,134.2,6.87,0.008474729757688763,8.071874141693115,0.7641603946685791
mol_0875,CHEMBL4461442,135.0,6.87,0.0015364693963765066,8.813476085662842,0.7435404658317566
mol_0876,CHEMBL1081296,136.0,6.87,0.4778551326252956,6.320703744888306,0.29142820835113525
mol_0877,CHEMBL1081852,138.0,6.86,0.7767498899728996,6.1097187995910645,0.18879377841949463
mol_0878,CHEMBL6167764,137.2,6.86,0.21792384759728994,6.661695241928101,0.08422288298606873
mol_0879,CHEMBL5423237,137.54,6.86,1.3831784071489452,5.859121799468994,0.0530276745557785
mol_0880,CHEMBL524266,138.0,6.86,0.48117356491763885,6.317698240280151,0.31171566247940063
mol_0881,CHEMBL565211,137.0,6.86,0.22133269216298754,6.654954433441162,0.645641028881073
mol_0882,CHEMBL1235529,140.0,6.85,0.019046521611657936,7.720184326171875,0.957018256187439
mol_0883,CHEMBL388956,140.0,6.85,0.4242295421517207,6.372399091720581,0.46265557408332825
mol_0884,CHEMBL3642655,140.0,6.85,0.03183622616450656,7.4970784187316895,0.8703601360321045
mol_0885,CHEMBL496569,140.0,6.85,0.06129479694759976,7.212576389312744,0.7151498794555664
mol_0886,CHEMBL590109,140.0,6.85,0.1096853174783999,6.959851503372192,0.12820270657539368
mol_0887,CHEMBL463580,140.0,6.85,1.7470382666502322,5.757697582244873,0.7263174057006836
mol_0888,CHEMBL2158864,140.0,6.85,0.07538534227395306,7.122713088989258,0.7142062187194824
mol_0889,CHEMBL457388,140.0,6.85,0.08230301857700358,7.0845842361450195,0.7736477851867676
mol_0890,CHEMBL212264,140.0,6.85,0.002187954566772979,8.659961700439453,0.8785408735275269
mol_0891,CHEMBL454646,140.0,6.85,0.0023366090981183788,8.63141393661499,0.9390332698822021
mol_0892,CHEMBL6176478,145.0,6.84,0.011116121212617534,7.954046726226807,0.3719061613082886
mol_0893,CHEMBL6021833,143.0,6.84,0.004135886055681382,8.383431434631348,0.6971138715744019
mol_0894,CHEMBL5775801,146.0,6.84,0.007139781187685339,8.146315097808838,0.637201189994812
