"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5932825";"";"None";"518.57";"1";"4.00";"BDBM444501";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1";"IC50";"'='";"413.0";"nM";"6.38";"";"906913";"UO_0000065";"12.31";"0.23";"2.38";"6.93";"0";"CHEMBL5735220";"LANCE Ultra ULight Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100x, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1x reaction buffer to prepare 5x compound for use; 2 μL 5x compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1x reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1x reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5xenzyme/substrate mixture and 2.5xATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 8 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50M; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 1 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20M; 2.5xenzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5xATP solution, reacted at room temperature for 30 minutes.3. LANCE Detection Buffer was used, 1xto prepare 2xLANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM x10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727719";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"413.0"
"CHEMBL5839538";"";"None";"532.60";"1";"4.39";"BDBM444533";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CC1";"IC50";"'='";"314.0";"nM";"6.50";"";"906961";"UO_0000065";"12.21";"0.23";"2.11";"7.06";"0";"CHEMBL5735220";"LANCE Ultra ULight Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100x, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1x reaction buffer to prepare 5x compound for use; 2 μL 5x compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1x reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1x reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5xenzyme/substrate mixture and 2.5xATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 8 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50M; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 1 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20M; 2.5xenzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5xATP solution, reacted at room temperature for 30 minutes.3. LANCE Detection Buffer was used, 1xto prepare 2xLANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM x10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727719";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"314.0"
"CHEMBL5404411";"";"None";"438.53";"0";"4.19";"12d";"COc1ccc(Cc2nnc(N3CCN(C(=O)c4ccccc4)CC3)c3ccccc23)cc1";"IC50";"'='";"455.48";"nM";"6.34";"";"";"UO_0000065";"14.46";"0.26";"2.15";"10.83";"0";"CHEMBL5353922";"Inhibition of CDK2 (unknown origin) by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352421";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"455.48"
"CHEMBL378420";"";"None";"535.53";"2";"1.10";"1";"Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCN3CCOCC3)cc2)nn1C(=O)c1c(F)cccc1F";"IC50";"'='";"118.0";"nM";"6.93";"";"";"UO_0000065";"12.94";"0.26";"5.83";"4.29";"0";"CHEMBL869293";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138960";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"0.118"
"CHEMBL6149853";"";"None";"1119.78";"None";"None";"PhosTAC7; 17";"CC[C@H](C(=O)N1CCCC[C@@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCCCCCCl)c1)c1cc(OC)c(OC)c(OC)c1";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"4.47";"None";"None";"None";"0";"CHEMBL6081508";"Inhibition of CDK2 (unknown origin) extracted for Sf9 cells using Histone H1 as substrate in presence of ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6078691";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"INHIBITOR";"";"10.0"
"CHEMBL2348168";"";"None";"211.23";"0";"1.40";"28";"Nc1nccc(-n2ccc3cnccc32)n1";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"25.72";"0.46";"4.03";"7.80";"1";"CHEMBL6137388";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6134833";"1";"Scientific Literature";"Eur J Med Chem";"2025";"None";"";"INHIBITOR";"";"3.7"
"CHEMBL2348165";"";"None";"211.23";"0";"1.40";"29";"Nc1nccc(-n2ccc3ncccc32)n1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"22.15";"0.40";"3.28";"6.72";"1";"CHEMBL6137388";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6134833";"1";"Scientific Literature";"Eur J Med Chem";"2025";"None";"";"INHIBITOR";"";"21.0"
"CHEMBL189963";"PALBOCICLIB";"4.0";"447.54";"0";"2.97";"Palbociclib";"CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"14.83";"0.27";"3.67";"6.32";"0";"CHEMBL6136960";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6134823";"1";"Scientific Literature";"Eur J Med Chem";"2025";"None";"";"INHIBITOR";"";"230.0"
"CHEMBL3301610";"ABEMACICLIB";"4.0";"506.61";"1";"4.94";"BDBM50110183";"CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1";"IC50";"'='";"52.2";"nM";"7.28";"";"906820";"UO_0000065";"14.37";"0.27";"2.34";"9.71";"0";"CHEMBL5735220";"LANCE Ultra ULight Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100x, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1x reaction buffer to prepare 5x compound for use; 2 μL 5x compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1x reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1x reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5xenzyme/substrate mixture and 2.5xATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 8 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50M; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 1 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20M; 2.5xenzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5xATP solution, reacted at room temperature for 30 minutes.3. LANCE Detection Buffer was used, 1xto prepare 2xLANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM x10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727719";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"52.2"
"CHEMBL4212532";"";"None";"520.59";"1";"4.25";"BDBM50458034";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C(C)C";"IC50";"'='";"33.7";"nM";"7.47";"";"906829";"UO_0000065";"14.35";"0.27";"3.22";"8.12";"0";"CHEMBL5735220";"LANCE Ultra ULight Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100x, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1x reaction buffer to prepare 5x compound for use; 2 μL 5x compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1x reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1x reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5xenzyme/substrate mixture and 2.5xATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 8 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50M; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 1 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20M; 2.5xenzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5xATP solution, reacted at room temperature for 30 minutes.3. LANCE Detection Buffer was used, 1xto prepare 2xLANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM x10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727719";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"33.7"
"CHEMBL6147308";"";"None";"499.57";"0";"4.23";"6-2";"COc1cccc(NC(=O)NNC(=O)c2oc3ccccc3c2CN2CCN(c3ccccc3)CC2)c1";"IC50";"'='";"46.88";"nM";"7.33";"";"";"UO_0000065";"14.67";"0.27";"3.10";"7.40";"0";"CHEMBL6128383";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6127051";"1";"Scientific Literature";"Eur J Med Chem";"2024";"None";"";"INHIBITOR";"";"46.88"
"CHEMBL4781539";"";"None";"525.70";"2";"5.56";"BDBM519490";"C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"1097596";"UO_0000065";"13.16";"0.26";"1.36";"6.90";"0";"CHEMBL5737389";"Pulldown Assay: Jurkat cells were treated with DMSO or concentration of compound indicated. 6 hours after treatment, cells were washed and harvested by resuspending in lysis buffer (50 mM Hepes pH 7.4, 150 mM NaCl, 1% NP-40, 5 mM EDTA, protease and phosphatase inhibitors) and lysing on ice 30 minutes. Lysates were cleared by centrifugation at 15,000 rpm 30 minutes. Biotin-labeled THZ1 was added to 1 μM to lysates and rotated at 4° C. overnight. Streptavidin-agarose beads were washed and 30 μL slurry was added to each lysate and rotated for 1 hour at 4° C. Beads were washed 5 times with lysis buffer and 50 μL 2×LDS buffer was added to each sample. Samples were boiled and equal volume of protein was loaded onto gel. Gel was transferred to nitrocellulose and blotted for Cyclin K and Cyclin H.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728751";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"120.0"
"CHEMBL5858311";"";"None";"505.64";"2";"5.44";"BDBM519536";"C=CC(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(/C=C/c4ncc(C(C)(C)C)o4)s3)C2)cc1";"IC50";"'='";"22.9";"nM";"7.64";"";"1097632";"UO_0000065";"15.11";"0.29";"2.20";"7.61";"0";"CHEMBL5737389";"Pulldown Assay: Jurkat cells were treated with DMSO or concentration of compound indicated. 6 hours after treatment, cells were washed and harvested by resuspending in lysis buffer (50 mM Hepes pH 7.4, 150 mM NaCl, 1% NP-40, 5 mM EDTA, protease and phosphatase inhibitors) and lysing on ice 30 minutes. Lysates were cleared by centrifugation at 15,000 rpm 30 minutes. Biotin-labeled THZ1 was added to 1 μM to lysates and rotated at 4° C. overnight. Streptavidin-agarose beads were washed and 30 μL slurry was added to each lysate and rotated for 1 hour at 4° C. Beads were washed 5 times with lysis buffer and 50 μL 2×LDS buffer was added to each sample. Samples were boiled and equal volume of protein was loaded onto gel. Gel was transferred to nitrocellulose and blotted for Cyclin K and Cyclin H.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728751";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"22.9"
"CHEMBL5870086";"";"None";"587.79";"2";"5.06";"BDBM519547";"C=CC(=O)N1CCc2cc(S(=O)(=O)N3CCC[C@@H](Nc4ncc(SCc5ncc(C(C)(C)C)o5)s4)C3)ccc21";"IC50";"'='";"124.0";"nM";"6.91";"";"1097662";"UO_0000065";"11.75";"0.24";"1.85";"6.36";"0";"CHEMBL5737389";"Pulldown Assay: Jurkat cells were treated with DMSO or concentration of compound indicated. 6 hours after treatment, cells were washed and harvested by resuspending in lysis buffer (50 mM Hepes pH 7.4, 150 mM NaCl, 1% NP-40, 5 mM EDTA, protease and phosphatase inhibitors) and lysing on ice 30 minutes. Lysates were cleared by centrifugation at 15,000 rpm 30 minutes. Biotin-labeled THZ1 was added to 1 μM to lysates and rotated at 4° C. overnight. Streptavidin-agarose beads were washed and 30 μL slurry was added to each lysate and rotated for 1 hour at 4° C. Beads were washed 5 times with lysis buffer and 50 μL 2×LDS buffer was added to each sample. Samples were boiled and equal volume of protein was loaded onto gel. Gel was transferred to nitrocellulose and blotted for Cyclin K and Cyclin H.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728751";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"124.0"
"CHEMBL4758168";"";"None";"568.77";"2";"5.10";"BDBM519554";"CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1";"IC50";"'='";"11.9";"nM";"7.92";"";"1097683";"UO_0000065";"13.93";"0.28";"2.82";"7.65";"1";"CHEMBL5737389";"Pulldown Assay: Jurkat cells were treated with DMSO or concentration of compound indicated. 6 hours after treatment, cells were washed and harvested by resuspending in lysis buffer (50 mM Hepes pH 7.4, 150 mM NaCl, 1% NP-40, 5 mM EDTA, protease and phosphatase inhibitors) and lysing on ice 30 minutes. Lysates were cleared by centrifugation at 15,000 rpm 30 minutes. Biotin-labeled THZ1 was added to 1 μM to lysates and rotated at 4° C. overnight. Streptavidin-agarose beads were washed and 30 μL slurry was added to each lysate and rotated for 1 hour at 4° C. Beads were washed 5 times with lysis buffer and 50 μL 2×LDS buffer was added to each sample. Samples were boiled and equal volume of protein was loaded onto gel. Gel was transferred to nitrocellulose and blotted for Cyclin K and Cyclin H.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728751";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"11.9"
"CHEMBL5831789";"";"None";"582.80";"2";"5.49";"BDBM519551";"CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1";"IC50";"'='";"92.3";"nM";"7.04";"";"1097674";"UO_0000065";"12.07";"0.24";"1.54";"6.79";"0";"CHEMBL5737389";"Pulldown Assay: Jurkat cells were treated with DMSO or concentration of compound indicated. 6 hours after treatment, cells were washed and harvested by resuspending in lysis buffer (50 mM Hepes pH 7.4, 150 mM NaCl, 1% NP-40, 5 mM EDTA, protease and phosphatase inhibitors) and lysing on ice 30 minutes. Lysates were cleared by centrifugation at 15,000 rpm 30 minutes. Biotin-labeled THZ1 was added to 1 μM to lysates and rotated at 4° C. overnight. Streptavidin-agarose beads were washed and 30 μL slurry was added to each lysate and rotated for 1 hour at 4° C. Beads were washed 5 times with lysis buffer and 50 μL 2×LDS buffer was added to each sample. Samples were boiled and equal volume of protein was loaded onto gel. Gel was transferred to nitrocellulose and blotted for Cyclin K and Cyclin H.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728751";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"92.3"
"CHEMBL5763252";"";"None";"519.60";"2";"5.20";"BDBM556336";"CN1CCC(OCc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1";"IC50";"'='";"174.0";"nM";"6.76";"";"1174249";"UO_0000065";"13.01";"0.24";"1.56";"8.35";"0";"CHEMBL5738148";"CDK2 Inhibition Assay: Test compounds (compound of the present invention, reference compound Abemaciclib, and comparative example compounds) were dissolved in DMSO at 10 mM. 45 μL of the test compound solution was transferred into a 384-well compound source plate (LABCYTE cat #P-05525) and serially diluted at 1:3 ratio to create a 12-point dilutions. The same volume of DMSO was adopted as high control. 20 nL of the test compound solution in DMSO were dispensed into a new 384-well assay plate by Echo 550. CDK2 protein (2.19 nM, CARNA BIOSCIENCE, cat #04-103), florescent labeled substrate FLPeptide18 (2 μM, PerkinElmer, cat #760362) was prepared in kinase assay buffer (100 mM HEPES (pH 7.5), 10 mM MgCl2, 0.05% Brij-35, 0.5 mM DTT and 0.1 mg/ml BSA). 15 μL of kinase assay buffer containing CDK2 protein and substrate was transferred to assay plate and incubate at RT for 30 minutes. Kinase assay buffer supplemented with substrate peptides was employed as low control to monitor the background. 400 M ATP was prepared in kinase assay buffer containing and 5 μL of ATP solution was added to each well to start the reaction. The assay plate was incubated at 25° C. for 90 minutes and the reaction was stopped by adding 40 μL of 0.5 M EDTA.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729140";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"174.0"
"CHEMBL5647522";"";"None";"291.31";"0";"3.06";"10a";"Cc1nc(-c2c(C)nn3c(-c4ccccc4)ccnc23)no1";"IC50";"'='";"1290.0";"nM";"5.89";"";"";"UO_0000065";"20.22";"0.37";"2.83";"8.52";"0";"CHEMBL5638093";"Inhibition of human CDK2 by ELISA analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5634157";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"1.29"
"CHEMBL6169985";"";"None";"468.57";"0";"4.49";"22; Cpd 4c";"O=C(c1ccc2ccccc2c1)c1cn(-c2ccccc2)nc1C1=Nn2c(S)nnc2SC1";"IC50";"'='";"89.6";"nM";"7.05";"";"";"UO_0000065";"15.04";"0.29";"2.56";"9.04";"0";"CHEMBL6136988";"Inhibition of CDK2 (unknown origin) by luminescence kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6134823";"1";"Scientific Literature";"Eur J Med Chem";"2025";"None";"";"INHIBITOR";"";"89.6"
"CHEMBL2334966";"";"None";"235.25";"0";"1.87";"26";"N#Cc1ccc2ccn(-c3ccnc(N)n3)c2c1";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"20.33";"0.36";"2.91";"5.94";"1";"CHEMBL6137388";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6134833";"1";"Scientific Literature";"Eur J Med Chem";"2025";"None";"";"INHIBITOR";"";"16.5"
"CHEMBL5786556";"";"None";"504.59";"1";"4.73";"BDBM556328";"CN(C)[C@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)C1";"IC50";"'='";"65.5";"nM";"7.18";"";"1174225";"UO_0000065";"14.24";"0.27";"2.45";"9.58";"0";"CHEMBL5738148";"CDK2 Inhibition Assay: Test compounds (compound of the present invention, reference compound Abemaciclib, and comparative example compounds) were dissolved in DMSO at 10 mM. 45 μL of the test compound solution was transferred into a 384-well compound source plate (LABCYTE cat #P-05525) and serially diluted at 1:3 ratio to create a 12-point dilutions. The same volume of DMSO was adopted as high control. 20 nL of the test compound solution in DMSO were dispensed into a new 384-well assay plate by Echo 550. CDK2 protein (2.19 nM, CARNA BIOSCIENCE, cat #04-103), florescent labeled substrate FLPeptide18 (2 μM, PerkinElmer, cat #760362) was prepared in kinase assay buffer (100 mM HEPES (pH 7.5), 10 mM MgCl2, 0.05% Brij-35, 0.5 mM DTT and 0.1 mg/ml BSA). 15 μL of kinase assay buffer containing CDK2 protein and substrate was transferred to assay plate and incubate at RT for 30 minutes. Kinase assay buffer supplemented with substrate peptides was employed as low control to monitor the background. 400 M ATP was prepared in kinase assay buffer containing and 5 μL of ATP solution was added to each well to start the reaction. The assay plate was incubated at 25° C. for 90 minutes and the reaction was stopped by adding 40 μL of 0.5 M EDTA.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729140";"37";"BindingDB Patent Bioactivity Data";"";"2022";"None";"";"";"";"65.5"
