"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL280074";"OLOMOUCINE";"None";"298.35";"0";"1.38";"5";"Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"19.85";"0.37";"4.54";"6.74";"0";"CHEMBL661130";"Inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133758";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"1.2"
"CHEMBL260231";"";"None";"363.24";"0";"3.80";"70";"O=C(Nc1n[nH]c2nc(-c3cccs3)c(Br)cc12)C1CC1";"IC50";"'='";"639.0";"nM";"6.19";"";"";"UO_0000065";"17.05";"0.40";"2.39";"8.77";"1";"CHEMBL997786";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156672";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"639.0"
"CHEMBL421207";"";"None";"267.29";"0";"3.17";"66";"O=C(Nc1n[nH]c2cc(-c3ccco3)ccc12)C1CC1";"IC50";"'='";"631.0";"nM";"6.20";"";"";"UO_0000065";"23.20";"0.42";"3.03";"8.74";"1";"CHEMBL997786";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156672";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"631.0"
"CHEMBL496754";"";"None";"423.52";"0";"3.24";"13";"O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CCCCC1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"13.98";"0.26";"2.68";"5.34";"0";"CHEMBL1009883";"Inhibition of CDK2/Cyclin A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139387";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.2"
"CHEMBL2112297";"";"None";"500.59";"1";"4.07";"95";"O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)N[n+]2ccc3ccccc3c2)cc1";"IC50";"'='";"9.5";"nM";"8.02";"";"";"UO_0000065";"16.03";"0.31";"3.95";"7.71";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"9.5"
"CHEMBL1234087";"";"None";"393.42";"0";"3.18";"109";"O=C1Nc2ccc(-c3cnco3)cc2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2";"IC50";"'='";"8.9";"nM";"8.05";"";"";"UO_0000065";"20.46";"0.39";"4.87";"7.95";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.9"
"CHEMBL496162";"";"None";"444.54";"0";"3.47";"40";"CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"14.93";"0.27";"3.17";"7.93";"0";"CHEMBL1002021";"Inhibition of human CDK2 by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"0.23"
"CHEMBL505474";"";"None";"366.56";"0";"4.40";"7";"CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(N)C3)s2)o1";"IC50";"'='";"158.0";"nM";"6.80";"";"";"UO_0000065";"18.55";"0.39";"2.40";"8.84";"0";"CHEMBL1002041";"Inhibition of CDK2/cyclin A by IMAP florescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143434";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"0.158"
"CHEMBL507536";"";"None";"269.39";"0";"3.30";"11";"CC(C)(C)c1cnc(CSc2cnc(N)s2)o1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"22.87";"0.49";"2.86";"9.49";"0";"CHEMBL1002041";"Inhibition of CDK2/cyclin A by IMAP florescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143434";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"0.69"
"CHEMBL293068";"";"None";"324.29";"0";"1.92";"15f";"O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1[nH]cc2c1CCOC2=O";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"25.90";"0.48";"6.48";"7.74";"0";"CHEMBL660704";"Inhibitory activity against Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136528";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.004"
"CHEMBL57256";"";"None";"387.42";"0";"1.47";"15e";"CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2";"IC50";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"19.31";"0.38";"6.01";"6.89";"0";"CHEMBL660704";"Inhibitory activity against Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136528";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.033"
"CHEMBL21156";"";"None";"309.34";"0";"3.99";"6";"CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"17.72";"0.33";"1.49";"8.91";"0";"CHEMBL665069";"Inhibition of cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135866";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"3.3"
"CHEMBL102241";"";"None";"362.39";"0";"2.62";"1e";"COc1ccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)cc1F";"IC50";"'='";"407.0";"nM";"6.39";"";"";"UO_0000065";"17.63";"0.35";"3.77";"5.80";"0";"CHEMBL661129";"In vitro inhibition of Cyclin-dependent kinase 2 was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136197";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"407.0"
"CHEMBL319467";"";"None";"402.48";"0";"2.70";"1, NU6102";"NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"11.13";"0.22";"1.78";"3.30";"0";"CHEMBL867438";"Inhibition of CDK2 F82H mutant/CycA3";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P24941";"F82H";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149496";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"33.0"
"CHEMBL3978185";"";"None";"412.49";"0";"4.53";"BDBM180801";"CS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCCC4)n2)c1";"IC50";"'='";"270.0";"nM";"6.57";"";"327532";"UO_0000065";"15.92";"0.31";"2.04";"7.47";"0";"CHEMBL3887263";"CDK2/CycE Kinase Assay: Recombinant fusion proteins of GST and human CDK2 and of GST and human CycE, expressed in insect cells (Sf9) and purified by Glutathion-Sepharose affinity chromatography, were purchased from ProQinase GmbH (Freiburg, Germany). As substrate for the kinase reaction biotinylated peptide biotin-Ttds-YISPLKSPYKISEG (C-terminus in amid form) was used which can be purchased e.g. form the company JERINI Peptide Technologies (Berlin, Germany)For the assay 50 nl of a 100 fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384 well microtiter plate (Greiner Bio-One, Frickenhausen, Germany), 2 ul of a solution of CDK2/CycE in aqueous assay buffer [50 mM Tris/HCl pH 8.0, 10 mM MgCl2, 1.0 mM dithiothreitol, 0.1 mM sodium ortho-vanadate, 0.01% (v/v) Nonidet-P40 (Sigma)] were added and the mixture was incubated for 15 min at 22 C. to allow pre-binding of the test compounds to the enzyme before the start of the kinase reaction.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886246";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"270.0"
"CHEMBL3960677";"";"None";"434.47";"0";"4.36";"BDBM180828";"COc1cc(CS(C)(=N)=O)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1";"IC50";"'='";"150.0";"nM";"6.82";"";"327559";"UO_0000065";"15.71";"0.31";"2.46";"7.02";"0";"CHEMBL3887263";"CDK2/CycE Kinase Assay: Recombinant fusion proteins of GST and human CDK2 and of GST and human CycE, expressed in insect cells (Sf9) and purified by Glutathion-Sepharose affinity chromatography, were purchased from ProQinase GmbH (Freiburg, Germany). As substrate for the kinase reaction biotinylated peptide biotin-Ttds-YISPLKSPYKISEG (C-terminus in amid form) was used which can be purchased e.g. form the company JERINI Peptide Technologies (Berlin, Germany)For the assay 50 nl of a 100 fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384 well microtiter plate (Greiner Bio-One, Frickenhausen, Germany), 2 ul of a solution of CDK2/CycE in aqueous assay buffer [50 mM Tris/HCl pH 8.0, 10 mM MgCl2, 1.0 mM dithiothreitol, 0.1 mM sodium ortho-vanadate, 0.01% (v/v) Nonidet-P40 (Sigma)] were added and the mixture was incubated for 15 min at 22 C. to allow pre-binding of the test compounds to the enzyme before the start of the kinase reaction.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886246";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"150.0"
"CHEMBL3917892";"";"None";"436.46";"0";"4.88";"BDBM180838";"CCS(=N)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1";"IC50";"'='";"220.0";"nM";"6.66";"";"327570";"UO_0000065";"15.25";"0.30";"1.78";"7.57";"0";"CHEMBL3887263";"CDK2/CycE Kinase Assay: Recombinant fusion proteins of GST and human CDK2 and of GST and human CycE, expressed in insect cells (Sf9) and purified by Glutathion-Sepharose affinity chromatography, were purchased from ProQinase GmbH (Freiburg, Germany). As substrate for the kinase reaction biotinylated peptide biotin-Ttds-YISPLKSPYKISEG (C-terminus in amid form) was used which can be purchased e.g. form the company JERINI Peptide Technologies (Berlin, Germany)For the assay 50 nl of a 100 fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384 well microtiter plate (Greiner Bio-One, Frickenhausen, Germany), 2 ul of a solution of CDK2/CycE in aqueous assay buffer [50 mM Tris/HCl pH 8.0, 10 mM MgCl2, 1.0 mM dithiothreitol, 0.1 mM sodium ortho-vanadate, 0.01% (v/v) Nonidet-P40 (Sigma)] were added and the mixture was incubated for 15 min at 22 C. to allow pre-binding of the test compounds to the enzyme before the start of the kinase reaction.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886246";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"220.0"
"CHEMBL3967588";"";"None";"463.90";"0";"4.91";"BDBM180851";"COc1cc(F)ccc1-c1nc(Nc2cc(Cl)cc(CS(C)(=O)=NC#N)c2)ncc1F";"IC50";"'='";"160.0";"nM";"6.80";"";"327582";"UO_0000065";"14.65";"0.30";"1.89";"6.78";"0";"CHEMBL3887263";"CDK2/CycE Kinase Assay: Recombinant fusion proteins of GST and human CDK2 and of GST and human CycE, expressed in insect cells (Sf9) and purified by Glutathion-Sepharose affinity chromatography, were purchased from ProQinase GmbH (Freiburg, Germany). As substrate for the kinase reaction biotinylated peptide biotin-Ttds-YISPLKSPYKISEG (C-terminus in amid form) was used which can be purchased e.g. form the company JERINI Peptide Technologies (Berlin, Germany)For the assay 50 nl of a 100 fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384 well microtiter plate (Greiner Bio-One, Frickenhausen, Germany), 2 ul of a solution of CDK2/CycE in aqueous assay buffer [50 mM Tris/HCl pH 8.0, 10 mM MgCl2, 1.0 mM dithiothreitol, 0.1 mM sodium ortho-vanadate, 0.01% (v/v) Nonidet-P40 (Sigma)] were added and the mixture was incubated for 15 min at 22 C. to allow pre-binding of the test compounds to the enzyme before the start of the kinase reaction.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886246";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"160.0"
"CHEMBL3932396";"";"None";"524.52";"1";"4.69";"BDBM180859";"COCCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1";"IC50";"'='";"330.0";"nM";"6.48";"";"327589";"UO_0000065";"12.36";"0.25";"1.79";"5.79";"0";"CHEMBL3887263";"CDK2/CycE Kinase Assay: Recombinant fusion proteins of GST and human CDK2 and of GST and human CycE, expressed in insect cells (Sf9) and purified by Glutathion-Sepharose affinity chromatography, were purchased from ProQinase GmbH (Freiburg, Germany). As substrate for the kinase reaction biotinylated peptide biotin-Ttds-YISPLKSPYKISEG (C-terminus in amid form) was used which can be purchased e.g. form the company JERINI Peptide Technologies (Berlin, Germany)For the assay 50 nl of a 100 fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384 well microtiter plate (Greiner Bio-One, Frickenhausen, Germany), 2 ul of a solution of CDK2/CycE in aqueous assay buffer [50 mM Tris/HCl pH 8.0, 10 mM MgCl2, 1.0 mM dithiothreitol, 0.1 mM sodium ortho-vanadate, 0.01% (v/v) Nonidet-P40 (Sigma)] were added and the mixture was incubated for 15 min at 22 C. to allow pre-binding of the test compounds to the enzyme before the start of the kinase reaction.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886246";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"330.0"
"CHEMBL361348";"";"None";"471.63";"0";"3.53";"9a";"CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(N[C@H]3CC[C@H](N)CC3)nc12";"IC50";"'='";"59.0";"nM";"7.23";"";"";"UO_0000065";"15.33";"0.30";"3.70";"6.14";"0";"CHEMBL828118";"Inhibitory concentration for Cyclin-dependent kinase 2 was determined in the presence of 100 um ATP (Km 50 uM)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.059"
"CHEMBL4462126";"";"None";"447.51";"0";"4.40";"7b; NCC007";"CC(C1CC1)n1cnc2c(NCc3cccc(C(F)(F)F)c3)nc(NCCN(C)C)nc21";"IC50";"'='";"37000.0";"nM";"4.43";"";"";"UO_0000065";"9.90";"0.19";"0.03";"6.25";"0";"CHEMBL4424379";"Inhibition of CDK2 (unknown origin) after 3 hrs by kinase-glo luminescent assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422662";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"37.0"
"CHEMBL211514";"";"None";"466.97";"0";"4.15";"2, AZ2";"Cc1ccc(Cl)c(N(CC#N)c2cc(Nc3ccc(OC[C@@H](O)CN(C)C)cc3)ncn2)c1";"IC50";"'='";"7300.0";"nM";"5.14";"";"";"UO_0000065";"11.00";"0.21";"0.99";"5.27";"0";"CHEMBL867439";"Inhibition of CDK2 F82H/L83V/H84D mutant/CycA3";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P24941";"F82H,L83V,H84D";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149496";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"7.3"
"CHEMBL232934";"";"None";"367.36";"0";"3.01";"13a";"Cc1cc(N2CCCC2=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"15.78";"0.29";"2.79";"5.21";"0";"CHEMBL897015";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148833";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1.6"
"CHEMBL84140";"";"None";"250.31";"0";"0.78";"7";"CC(C)n1cnc2c(N)nc(NCCCO)nc21";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"22.45";"0.43";"4.84";"5.52";"0";"CHEMBL661130";"Inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133758";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"2.4"
"CHEMBL486285";"";"None";"441.33";"0";"2.92";"18a";"CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"9.81";"0.21";"1.41";"6.69";"0";"CHEMBL964737";"Inhibition of CDK2/cyclin E expressed in Sf9 cells-baculovirus system assessed as retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150411";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3308860";"";"";"";"47.0"
"CHEMBL410293";"";"None";"345.38";"0";"1.23";"68";"NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cc(CO)ccc32)cc1";"IC50";"'='";"61.0";"nM";"7.21";"";"";"UO_0000065";"20.89";"0.41";"5.98";"5.94";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"61.0"
"CHEMBL82768";"";"None";"338.39";"0";"3.69";"7d";"CC(C)(N)CNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O";"IC50";"'='";"65.0";"nM";"7.19";"";"";"UO_0000065";"21.24";"0.39";"3.50";"8.67";"0";"CHEMBL658939";"In vitro inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136123";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"65.0"
"CHEMBL233349";"";"None";"314.32";"0";"2.78";"4";"N=C1NC(=O)/C(=C/c2ccc(-c3ccc(C(=O)O)cc3)o2)S1";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"13.77";"0.27";"1.55";"4.19";"0";"CHEMBL896714";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149560";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"47.0"
"CHEMBL1800219";"";"None";"320.37";"0";"0.67";"4";"Nc1nccc(-c2cc(N3CCS(=O)(=O)CC3)ccc2O)n1";"IC50";"'='";"3980.0";"nM";"5.40";"";"";"UO_0000065";"16.86";"0.34";"4.73";"4.94";"0";"CHEMBL1804256";"Inhibition of CDK2 in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799991";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"3.98"
"CHEMBL334881";"";"None";"433.91";"0";"3.79";"32";"CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Sc4ccccc4Cl)oc23)[C@H](O)C1";"IC50";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"13.09";"0.27";"1.89";"6.03";"0";"CHEMBL5146285";"Inhibition of GST-tagged human CDK2 expressed in baculovirus expression system using GST-RB fusion protein as substrate incubated for 45 mins in presence of [gamma-33P]ATP by liquid scintillation counter method";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5143610";"1";"Scientific Literature";"J Med Chem";"2022";"None";"TIME = 0.75 hr";"INHIBITOR";"";"2100.0"
"CHEMBL478488";"";"None";"496.30";"0";"4.06";"89b";"O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccc2)c(O)c1";"IC50";"'='";"15100.0";"nM";"4.82";"";"";"UO_0000065";"9.71";"0.23";"0.76";"6.15";"0";"CHEMBL981028";"Inhibition of CDK2/Cyclin E assessed as inhibition of retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153424";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"15.1"
"CHEMBL489445";"";"None";"389.41";"0";"2.59";"5g";"COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-n4cccc4)cc32)cc1O";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"14.15";"0.26";"2.92";"5.95";"0";"CHEMBL981028";"Inhibition of CDK2/Cyclin E assessed as inhibition of retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153424";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"3.1"
"CHEMBL489246";"";"None";"354.36";"0";"1.81";"5f";"COc1ccc2c(c1)/C(=C/NCc1ccc(OC)c(O)c1)C(=O)NC2=O";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"15.63";"0.29";"3.73";"5.72";"0";"CHEMBL981028";"Inhibition of CDK2/Cyclin E assessed as inhibition of retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153424";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"2.9"
"CHEMBL489627";"";"None";"294.31";"0";"1.79";"3c";"O=C1NC(=O)c2ccccc2/C1=C/NCc1ccc(O)cc1";"IC50";"'='";"17300.0";"nM";"4.76";"";"";"UO_0000065";"16.18";"0.30";"2.97";"6.07";"0";"CHEMBL981028";"Inhibition of CDK2/Cyclin E assessed as inhibition of retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153424";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"17.3"
"CHEMBL477038";"";"None";"390.37";"0";"3.12";"2";"Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21";"IC50";"'='";"237.0";"nM";"6.62";"";"";"UO_0000065";"16.97";"0.31";"3.51";"7.84";"0";"CHEMBL963375";"Inhibition of CDK2/Cyclin E";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153825";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"237.0"
